patron_no|item_barcode|title|due_date|item_no|money_owed|loan_rule|item_holds|bib_holds|renewals|bib_no|checkout_id
p1002027a|33052016395768|There is nothing for you here : finding opportunity in the 21st century|08-27-2022|i2429428a|0.00|18|2|2|0|b1983509a|15162350
p1002444a|U1850013075289uncp|The girl with the silver eyes / by Willo Davis Roberts.|09-13-2022|i1258577a|0.00|22|||2|b1258577a|15112722
p1002771a|33052016418198|Atlas of the heart : mapping meaningful connection and the language of human experience|08-31-2022|i2435318a|0.00|18||9|0|b1987210a|15174473
p1002984a|33052014346755|Breath : the new science of a lost art|09-11-2022|i2374433a|0.00|4|||1|b1931378a|15100092
p1002984a|33052014630364|Creative together : sparking innovation in the new world of work|09-11-2022|i2449540a|0.00|4|||1|b2013538a|15100091
p1002984a|33052016615926|Rhythms of renewal : trading stress and anxiety for a life of peace and purpose|09-11-2022|i2351796a|0.00|4|||1|b1904650a|15100090
p1003987a|33052016957187|Autoboyography|09-13-2022|i2419276a|0.00|53|||4|b1800704a|14900781
p1004052a|33052016795314|The diamond eye : a novel|09-09-2022|i2445414a|0.00|18||34|0|b1997875a|15206309
p1004600a|33052013490711|The Lightning queen|09-12-2022|i2178917a|0.00|53|||0|b1695077a|15166639
p1005033a|33052016754287|Happy mind, happy life : 10 simple ways to feel great every day|09-10-2022|i2457081a|0.00|4||1|0|b2018364a|15160446
p1005145a|33052015071592|The poisonwood Bible|09-11-2022|i2237674a|0.00|4||1|0|b1119505a|15165774
p1005147a|313930340093759arap|Lead yourself first : inspiring leadership through solitude / with a foreword by Jim Collins ; Raymond M. Kethledge and Michael S. Erwin.|09-04-2022|i4082037a|0.00|22|||0|b4082037a|15140099
p1005147a|R04031443449denv|The art of coaching : effective strategies for school transformation / Elena Aguilar|09-11-2022|i241466a|0.00|22|||0|b241466a|15166225
p1005765a|33052016426266|Steal|09-13-2022|i2436550a|0.00|18|||0|b1995745a|15215351
p1005912a|33052016874945|Cross my heart|09-12-2022|i2338252a|0.00|4|||1|b1878530a|15099559
p1005929a|33052016729479|Fossil future : why global human flourishing requires more oil, coal, and natural gas--not less|09-13-2022|i2450559a|0.00|4||6|0|b2011288a|15173911
p1006327a|33052015025002|Dinner at the Homesick Restaurant : a novel|09-03-2022|i2296584a|0.00|4||1|0|b1830633a|15137824
p1006327a|33052016161103|The boy, the mole, the fox and the horse|09-10-2022|i2357971a|0.00|4|||0|b1905565a|15162064
p1006327a|33052016778112|French braid|09-10-2022|i2441135a|0.00|4||5|0|b1997879a|15162065
p1006803a|33052010506550|Half broke horses [sound recording] : [a true-life novel]|09-08-2022|i1895440a|0.00|45||1|3|b1471540a|14644464
p1006956a|111001199438796150|The birchbark house / by Louise Erdrich with illustrations by the author.|09-12-2022|i13968415a|0.00|22|||1|b13968415a|15127081
p1007176a|33052095759900|Land of plenty : a treasury of authentic Sichuan cooking|09-11-2022|i1486695a|0.00|25|||0|b1289922a|15048510
p1007956a|33052014526661|Bead-making lab : 52 explorations for crafting beads from polymer clay, plastic, paper, stone, wood, fiber, and wire|09-12-2022|i2231549a|0.00|25|||0|b1769825a|15070165
p1008419a|33052014072872|Number talks : helping children build mental math and computation strategies, grades K-5|09-11-2022|i2155190a|0.00|25||1|0|b1680320a|15060711
p1008867a|33052012142495|We'll always have Paris : a mother/daughter memoir|09-06-2022|i2098876a|44.95|4|||0|b1613947a|15144658
p1008867a|33052012554004|Thinner this year : a younger next year book|09-06-2022|i2032298a|44.95|4|||0|b1539031a|15144662
p1008867a|33052013488756|Mud season|09-06-2022|i2178773a|44.95|4|||0|b1698078a|15144656
p1008867a|33052015240668|All you can ever know [large print] : a memoir|09-06-2022|i2319700a|44.95|4|||0|b1857870a|15144654
p1008867a|33052015463930|Aging backwards : reverse the aging process and look 10 years younger in 30 minutes a day|09-06-2022|i2327780a|44.95|4|||0|b1885180a|15144661
p1008867a|33052016465306|It's better this way : a novel|09-06-2022|i2416000a|44.95|4|||0|b1972729a|15144657
p1008867a|33052016623508|Whatever you do, don't run : true tales of a Botswana safari guide|09-06-2022|i2354501a|44.95|4|||0|b1907257a|15144655
p1008867a|33052096673027|Maigret and the killer|09-06-2022|i1574056a|44.95|4|||0|b1349470a|15144659
p1008867a|33052097892972|The Hotel Majestic|09-06-2022|i1702677a|44.95|4||1|0|b1415819a|15144660
p1008920a|33052016808364|The summer place : a novel|09-10-2022|i2447502a|0.00|4||16|0|b2005481a|15162629
p1008926a|33052012863306|The tapping solution : a revolutionary system for stress-free living|09-12-2022|i2050910a|0.00|4|||4|b1550228a|14863513
p1008926a|33052014946083|Resilient grieving : finding strength and embracing life after a loss that changes everything|09-12-2022|i2257715a|0.00|4|||2|b1795239a|15031134
p1008944a|33052015546817|The Fowl twins|09-06-2022|i2352337a|0.00|53|||6|b1904447a|14731582
p1008944a|33052015778725|The Silver Arrow|09-06-2022|i2382935a|0.00|53|||6|b1938774a|14731583
p1009611a|33052010278374|The perennial care manual : a plant-by-plant guide, what to do & when to do it|09-13-2022|i1864738a|0.00|4|||3|b1459773a|14965330
p1009611a|33052010423434|The well-designed mixed garden : building beds and borders with trees, shrubs, perennials, annuals, and bulbs|09-13-2022|i1879093a|0.00|4|||5|b1288712a|14780839
p1009611a|33052012030674|Native plants for high-elevation Western gardens|09-13-2022|i1940608a|0.00|4||1|3|b1486466a|14965334
p1009611a|33052012409779|The complete book of bone health|09-13-2022|i1973550a|0.00|4|||1|b1497904a|15098024
p1009611a|33052012595411|Succulents simplified : growing, designing, and crafting with 100 easy-care varieties|09-13-2022|i2060601a|0.00|4|||3|b1554818a|14965332
p1009611a|33052013496213|Plants with style : a plantsman's choices for a vibrant, 21st-century garden|09-13-2022|i2182598a|0.00|4|||1|b1696570a|15098026
p1009611a|33052014921557|Grow native : bringing natural beauty to your garden|09-13-2022|i2251259a|0.00|4|||1|b1781882a|15098023
p1009611a|33052015075403|The well-tended perennial garden : the essential guide to planting and pruning techniques|09-13-2022|i2240361a|0.00|4|||5|b1781917a|14802938
p1009611a|33052015076583|Rock gardening : reimagining a classic style|09-13-2022|i2240341a|0.00|4|||1|b1769879a|15098025
p1009611a|33052016201222|How not to diet : the groundbreaking science of healthy, permanent weight loss|09-13-2022|i2363710a|0.00|4|||2|b1909225a|15017159
p1009611a|33052016241723|The gardener's guide to succulents : a handbook of over 125 exquisite varieties of succulents and cacti|09-13-2022|i2371306a|0.00|4|||3|b1928935a|14965333
p1009611a|33052097954004|Kiplinger's personal finance.|09-13-2022|i2427182a|0.00|4|||6|b1242128a|14718689
p1009611a|33052097956868|Kiplinger's personal finance.|09-13-2022|i2438160a|0.00|4|||3|b1242128a|14965331
p1009611a|33052097957528|Kiplinger's personal finance.|09-13-2022|i2441501a|0.00|4|||5|b1242128a|14780837
p1009611a|33052098280078|Kiplinger's personal finance.|09-13-2022|i2444724a|0.00|4|||5|b1242128a|14802937
p1009675a|33052011362334|Queen bees [DVD]|09-08-2022|i2420128a|0.00|18|||0|b1990458a|15204127
p1009898a|33052013314788|¿Como comen los dinosaurios?|09-13-2022|i2079156a|0.00|53|||0|b1596566a|15173581
p1009898a|33052015269378|Superman and the invasion of Earth : a solar system adventure|09-13-2022|i2331607a|0.00|53|||0|b1889412a|15173578
p1009898a|33052015516083|Little Smokey|09-13-2022|i2342014a|0.00|53|||0|b1896908a|15173576
p1009898a|33052015657432|The tyrannosaurus game|09-13-2022|i2287953a|0.00|53|||0|b1815850a|15173580
p1009898a|33052094725340|El hueso prodigioso|09-13-2022|i2457744a|0.00|53|||0|b2023098a|15173577
p1009898a|33052097152237|Scholastic's The magic school bus kicks up a storm : a book about weather|09-13-2022|i1640583a|0.00|53|||0|b1214854a|15173579
p1010115a|33052011201458|Outlander. Season 1, volume 2 [DVD]|09-12-2022|i2172702a|0.00|11|||0|b1694552a|15169071
p1010115a|33052011372028|House of Gucci [DVD]|09-04-2022|i2442800a|0.00|3|||0|b2011556a|15188094
p1010115a|33052013128618|Written in my own heart's blood [sound recording] : [a novel]|08-30-2022|i2111111a|0.00|4|||0|b1612748a|15126444
p1010450a|33052099786503|Relentless [sound recording] : [a novel]|08-22-2022|i1834754a|107.97|4|||0|b1450560a|15098906
p1010536a|33052016583959|The whisper man|09-09-2022|i2343267a|0.00|25||1|0|b1898726a|15053136
p1010616a|33052016807051|Back to the prairie : a home remade, a life rediscovered|09-03-2022|i2448066a|0.00|4||1|0|b2006018a|15138107
p1010897a|33052015455274|Where the crawdads sing|09-08-2022|i2323786a|0.00|4||17|0|b1836348a|15153800
p1011001a|33052011359009|The lovebirds [DVD]|08-27-2022|i2412220a|0.00|18|||0|b1980387a|15163393
p1011001a|33052011361765|In the Heights [DVD]|08-27-2022|i2419951a|0.00|18||1|0|b1990016a|15163395
p1011062a|33052014580940|Along came a spider|09-13-2022|i2293064a|0.00|4||3|0|b1314877a|15171840
p1011096a|33052016733893|The Hotel Nantucket : a novel / Elin Hilderbrand.|09-11-2022|i2453043a|0.00|4||53|0|b2007795a|15164319
p1011322a|33052016730394|Rivals|09-13-2022|i2451123a|0.00|53||2|0|b2008699a|15173486
p1011915a|33052015475538|Sixteen ways to defend a walled city|09-01-2022|i2330898a|0.00|4|||0|b1886984a|15134663
p1011915a|33052016919112|Mr Cadmus|09-08-2022|i2427313a|0.00|4|||1|b1993837a|15059127
p1011971a|313930391907179arap|Good enough : 40ish devotionals for a life of imperfection / Kate Bowler and Jessica Richie.|09-12-2022|i4751381a|0.00|22|||0|b4751381a|15167923
p1011971a|33052011326081|The biggest little farm|09-12-2022|i2343212a|0.00|3|||2|b1900105a|15167922
p1012126a|33052016734842|The omega factor / Steve Berry.|08-28-2022|i2452180a|0.00|4||2|0|b2007811a|15117227
p1012126a|33052099015259|High and dry : gardening with cold-hardy dryland plants|09-11-2022|i1729977a|0.00|4|||0|b1428366a|15164051
p1014311a|33052016392864|Assassination classroom|09-12-2022|i2430341a|0.00|53|1||0|b1672584a|15169289
p1014311a|33052092892134|The weekly curriculum : 52 complete preschool themes|09-12-2022|i1525974a|0.00|4||1|0|b1313275a|15169284
p1015330a|33052013858156|The astronomy bible : the definitive guide to the night sky and the universe|09-02-2022|i2143528a|0.00|4|||2|b1669948a|14990294
p1015330a|33052014405023|Stand by me : the forgotten history of gay liberation|09-02-2022|i2197083a|0.00|4|||2|b1726626a|14990293
p1015330a|33052016134738|The neuroscience of emotion : a new synthesis|09-02-2022|i2385893a|0.00|4|||2|b1893455a|14990295
p1015330a|33052016965271|Behave : the biology of humans at our best and worst|09-02-2022|i2417478a|0.00|4|||2|b1783919a|14990292
p1015508a|33052012110484|Extras|09-06-2022|i2090613a|0.00|53|||0|b1410038a|15149323
p1015508a|33052016436877|Lucky girl|09-06-2022|i2409118a|0.00|53|||0|b1972470a|15149321
p1015508a|33052016436885|Last Chance books|09-06-2022|i2409117a|0.00|53|||0|b1972468a|15149322
p1015508a|33052016783690|Always Jane|09-06-2022|i2441618a|0.00|53|||0|b2004382a|15149324
p1015508a|33052016805527|How to be the best third wheel|09-06-2022|i2446713a|0.00|53|||0|b2008730a|15149320
p1015508a|33052016893655|A woman of no importance : the untold story of the American spy who helped win WWII|09-06-2022|i2332271a|0.00|4|||0|b1882453a|15149319
p1015562a|33052011375484|The unbearable weight of massive talent [videorecording DVD] / directed by Tom Gormican.|09-13-2022|i2451986a|0.00|18||18|0|b2018212a|15215580
p1015794a|33052012892982|Debt of honor [sound recording]|09-06-2022|i1990472a|0.00|4|||0|b1519276a|15142362
p1015794a|33052014214060|Make Me|09-06-2022|i2172275a|0.00|4|||0|b1681074a|15142361
p1015794a|33052015548250|Death in focus|09-06-2022|i2352564a|0.00|4|||0|b1902613a|15142363
p1015794a|33052099132922|The elves of Cintra [sound recording]|09-06-2022|i1744258a|0.00|4|||0|b1398959a|15142360
p1016041a|33052016215107|The book of lost friends : a novel|09-04-2022|i2371230a|0.00|4|||2|b1918924a|15001290
p1016641a|33052098043997|Da Vinci's ghost : genius, obsession, and how Leonardo created the world in his own image|09-11-2022|i2043263a|0.00|4|||0|b1520971a|15166168
p1016641a|33052098124136|American painters on technique : 1860-1945|09-11-2022|i2190374a|0.00|4|||0|b1707441a|15166169
p1017395a|22109103339jcpp|This is happening [sound recording] / LCD Soundsystem.|09-11-2022|i4085169a|0.00|21|||0|b4085169a|15210752
p1017395a|22139717959jcpp|\"American dream\" / LCD Soundsystem.|09-11-2022|i5704082a|0.00|21|||0|b5704082a|15210751
p1017624a|33052016184246|Do nothing : how to break away from overworking, overdoing, and underliving|09-12-2022|i2368712a|0.00|4||1|3|b1925786a|15059225
p1017717a|33052016131585|The warmth of other suns : the epic story of America's great migration|09-01-2022|i2385679a|0.00|4|||0|b1478182a|15134297
p1017798a|22140196289jcpp|Studs Terkel [videorecording] : listening to America / directed by Eric Simonson ; produced by Josh Veselka ; executive producers, Linda Ellerbee, Rolfe Tessem ; a Lucky Duck Productions, Inc. production in association with the Educational Film Center.|09-07-2022|i5735084a|0.00|22|||2|b5735084a|15069763
p1017798a|U1830721490249cubp|Studs Terkel : politics, culture, but mostly conversation / Alan Wieder|09-07-2022|i9582483a|0.00|22|||2|b9582483a|15069762
p1019603a|33052016433189|Black cake : a novel|09-13-2022|i2438525a|0.00|18||19|0|b2002356a|15215710
p1019603a|33052016779953|One Italian summer : a novel|09-13-2022|i2441601a|0.00|18||20|0|b2002379a|15215711
p1019778a|33052010389619|Galileo's dream|09-01-2022|i1875198a|0.00|4|||0|b1460705a|15131970
p1019778a|33052014944963|The third Nero|09-07-2022|i2257209a|0.00|4|||0|b1790578a|15153032
p1020414a|33052012112423|The perfect score project : uncovering the secrets of the SAT|09-12-2022|i2090907a|0.00|4|||3|b1610461a|14962817
p1020608a|33052016755334|The 6:20 man|09-11-2022|i2456851a|24.30|18||59|0|b2009481a|15211326
p1022027a|33052012245389|Up, up, and away : a book about adverbs|09-08-2022|i1943988a|0.00|53||3|0|b1493666a|15154828
p1022610a|33052016471759|Godspeed : a novel|09-13-2022|i2416357a|0.00|4|||7|b1979701a|14718637
p1022610a|U1850132047109uncp|Citizens uniting to restore our democracy / Daniel Kemmis.|09-13-2022|i3410451a|0.00|22|||1|b3410451a|15105975
p1023318a|33052099124994|Fly fishing Colorado : a no nonsense guide to top waters|09-06-2022|i1799463a|0.00|4||1|0|b1291315a|15149536
p1023490a|33052016468110|Rachel to the rescue|08-20-2022|i2415775a|39.96|4|||0|b1979536a|15092785
p1023490a|33052016788400|Super host : a novel|08-20-2022|i2443420a|39.96|4||1|0|b1929048a|15092786
p1023494a|33052015522107|Nameless city. Vol. 2, The stone heart|09-02-2022|i2344282a|0.00|53|1||2|b1788488a|14910649
p1023494a|33052016399307|The maze runner|09-06-2022|i2430080a|0.00|53||7|0|b1460046a|15144631
p1023494a|33052016774293|Code name Verity|09-12-2022|i2439662a|0.00|53||1|0|b1530221a|15166659
p1024840a|313930373868959arap|Ponyo / Studio Ghibli [and others] present ; a Studio Ghibli production ; English language screenplay by Melissa Matheson ; produced by Toshio Suzuki ; original story and screenplay written and directed by Hayao Miyazaki.|08-17-2022|i4529475a|147.73|21|||0|b4529475a|15128807
p1024840a|33052098954409|The case of the peculiar pink fan|08-19-2022|i1731969a|147.73|53|||2|b1428001a|14976913
p1026769a|0005710969lovp|Paper moon [dvd] / screenplay by Alvin Sargent ; produced and directed by Peter Bogdanovich.|08-29-2022|i4140016a|0.00|21|||0|b4140016a|15166757
p1026769a|R00921524939bldr|Dersu Uzala [videorecording-dvd] / produced by the Mosfilms Studios USSR with the participation of Atelier-41, Japan, Churchill Coal Corporation in association with Gerald J. Rappoport and Satra Films and Special Projects Corporation ; a New World Picture|08-26-2022|i2538569a|0.00|21|||0|b2538569a|15159781
p1026956a|33052011289420|Paddington 2|09-13-2022|i2292067a|0.00|50|||1|b1825457a|15200170
p1026956a|33052011353127|Martin Eden [DVD]|09-13-2022|i2397305a|0.00|3|||1|b1965885a|15200171
p1026956a|33052011356310|Some kind of heaven [DVD]|09-13-2022|i2405856a|0.00|3|||1|b1974795a|15200173
p1026956a|33052011366145|Charlatan [DVD]|09-13-2022|i2431129a|0.00|3|||1|b1998987a|15200175
p1026956a|33052011367895|The French Dispatch [DVD]|09-13-2022|i2434373a|0.00|3||2|1|b2002044a|15200174
p1026956a|33052011372564|Karen Kingsbury's the bridge [DVD] : the complete story|09-13-2022|i2443889a|0.00|3|||1|b2012282a|15200176
p1026956a|33052011375450|The unbearable weight of massive talent [videorecording DVD] / directed by Tom Gormican.|09-07-2022|i2451983a|0.00|3||18|0|b2018212a|15200177
p1027932a|12400520462179mssp|The power of the powerless / Václav Havel ; translated from the Czech by Paul Wilson ; with an introduction by Timothy Snyder.|09-03-2022|i13521005a|0.00|22|||2|b13521005a|15071107
p1028213a|33052010588046|Henry and Mudge in the sparkle days : the fifth book of their adventures|09-12-2022|i1897497a|34.85|53|||0|b1475910a|15170232
p1028213a|33052015764600|I want to sleep under the stars!|09-12-2022|i2387259a|34.85|53|||0|b1946107a|15170233
p1028213a|33052016829758|Jamie Lee's birthday treat|09-12-2022|i2440834a|34.85|53|||0|b2008881a|15170230
p1028213a|33052018017972|Pedro goes to Mars|09-12-2022|i2456015a|34.85|53|||0|b1950185a|15170231
p1028624a|33052013588548|The battle for the castle|08-26-2022|i2094227a|0.00|53||6|0|b1042375a|15112950
p1030505a|33052015210638|Dragon Pearl|09-11-2022|i2319512a|0.00|53|||2|b1857177a|15051939
p1030505a|33052016283469|Last gate of the emperor|09-11-2022|i2410049a|0.00|53|||2|b1976312a|15051941
p1030505a|33052016329015|Last gamer standing|09-11-2022|i2429279a|0.00|53|||2|b1994259a|15051940
p1031766a|33052011358076|The nest [DVD]|09-08-2022|i2409240a|0.00|3|||0|b1977657a|15203566
p1031766a|33052011362631|Percy vs Goliath [DVD]|09-13-2022|i2420975a|0.00|3|||1|b1990476a|15193737
p1031766a|33052011365105|Stillwater [DVD]|09-13-2022|i2428214a|0.00|3||1|1|b1997061a|15193738
p1031766a|33052011366335|One night in Miami... [DVD]|09-08-2022|i2431154a|0.00|3|||0|b1998977a|15203565
p1031766a|33052011369552|Blue bayou [DVD]|09-08-2022|i2437083a|0.00|3|||0|b2004718a|15203563
p1031766a|33052011371988|House of Gucci [DVD]|09-08-2022|i2442796a|0.00|3|||0|b2011556a|15203562
p1031766a|33052011373679|Dog [DVD]|09-08-2022|i2447139a|0.00|18|||0|b2014644a|15203564
p1031766a|33052011374503|American underdog [DVD]|09-08-2022|i2450452a|0.00|3||1|1|b2011558a|15166537
p1031766a|33052014493284|Last seen leaving|09-11-2022|i2222886a|0.00|53|||2|b1759372a|14955385
p1031766a|33052015132246|The dangerous art of blending in : a novel|09-11-2022|i2283717a|0.00|53|||1|b1814883a|15153350
p1031766a|33052016139893|A neon darkness|09-11-2022|i2387531a|0.00|53|||1|b1935672a|15153349
p1031766a|33052016395974|Run. Book one|09-11-2022|i2429122a|0.00|53|||1|b1987204a|15153348
p1031766a|33052098050406|Forgive me, Leonard Peacock : a novel|09-11-2022|i2069902a|0.00|53|||2|b1556393a|14955384
p1032181a|33052014472072|A return to justice : rethinking our approach to juveniles in the system|09-12-2022|i2217564a|0.00|4|||1|b1757842a|15097199
p1032181a|33052015035332|The five people you meet in heaven|09-12-2022|i2299702a|0.00|4|||0|b1296313a|15167210
p1032280a|33052011340876|Knives out|09-13-2022|i2367232a|0.00|3|||0|b1923079a|15216140
p1032280a|33052011365717|Respect [DVD]|09-13-2022|i2428142a|0.00|18|||0|b1997050a|15216141
p1032280a|33052011365915|Jungle cruise [DVD]|09-13-2022|i2429473a|0.00|18||1|0|b1997732a|15216142
p1032280a|33052011373836|Uncharted [DVD]|09-13-2022|i2447173a|0.00|18||24|0|b2014645a|15216139
p1032506a|33052015198106|¿Puedo jugar yo también? : Un libro de Elefante y Cerdita|08-25-2022|i2313103a|18.79|53|||0|b1849977a|15107382
p1032506a|33052016833958|The clever carp|09-06-2022|i2450783a|18.79|53||1|0|b2017029a|15141700
p1033124a|33052016790109|Dream town|09-10-2022|i2444254a|0.00|18||5|0|b1999871a|15207799
p1033235a|33052010736991|Moscow sting : a novel|09-13-2022|i1910005a|20.80|4|||0|b1475731a|15173085
p1033440a|33052016779409|More Mediterranean : 225+ new plant-forward recipes ; endless inspiration for eating well|08-31-2022|i2441458a|0.00|4||1|0|b1994119a|15130509
p1034038a|33052091623647|Pigs aplenty, pigs galore!|09-12-2022|i1059805a|0.00|53|||6|b1038210a|14779661
p1034127a|33052014603072|Permission to try : 11 things you need to hear when you're scared to change your life|09-07-2022|i2343119a|0.00|4|||0|b1898640a|15152971
p1034183a|33052016771133|Horse|08-30-2022|i2458373a|0.00|18||69|0|b2007794a|15171371
p1034575a|33052013415544|Blueprints|08-22-2022|i2156280a|185.48|4|||2|b1667757a|14944894
p1034575a|33052013571908|A banquet of consequences : a Lynley novel|08-22-2022|i2175289a|185.48|4|||2|b1688021a|14944896
p1034575a|33052014463857|How to party with an infant|08-22-2022|i2215873a|185.48|4|||2|b1742434a|14944892
p1034575a|33052015141726|I'll be your blue sky|08-22-2022|i2285597a|185.48|4|||2|b1815940a|14944891
p1034575a|33052016150742|A lesson in secrets|08-22-2022|i2355008a|185.48|4|||2|b1492498a|14944898
p1034575a|33052016881999|In the full light of the sun|08-22-2022|i2339496a|185.48|4|||2|b1891834a|14944895
p1034575a|33052098476940|Facets|08-22-2022|i1750387a|185.48|4|||2|b1394392a|14944893
p1034862a|33052015143136|Lost connections : uncovering the real causes of depression-- and the unexpected solutions|09-13-2022|i2286537a|0.00|25||1|0|b1808235a|15081259
p1034866a|33052014749347|The away game|08-30-2022|i2323015a|0.00|42|||0|b1882059a|15005832
p1035030a|33052016728174|Embrace fearlessly the burning world : essays|09-08-2022|i2450213a|0.00|4||6|0|b2013563a|15155678
p1036549a|33052012524163|Hiking Colorado's front range|09-13-2022|i2007971a|0.00|4|||1|b1525554a|15105009
p1036549a|33052015449822|Fodor's Colorado.|09-13-2022|i2322417a|0.00|4|||1|b1065483a|15105010
p1036549a|33052016152292|Rick Steves' Italy.|09-13-2022|i2356537a|0.00|4|||1|b1082351a|15105008
p1036549a|33052016239404|Moon Colorado.|09-13-2022|i2372346a|0.00|4|||3|b1932677a|14978989
p1036549a|33052016773527|Lonely Planet Mexico.|09-13-2022|i2437941a|0.00|4|||1|b1764442a|15105011
p1038506a|33052016135404|True believer|09-04-2022|i2386405a|0.00|4|||1|b1945638a|15125724
p1038594a|33052016954739|Chakra rituals : awakening the wild woman within|09-09-2022|i2419399a|0.00|4|||3|b1974897a|14944808
p1039085a|33052016219349|Untamed|09-10-2022|i2372920a|0.00|4||3|0|b1924945a|15163311
p1039085a|33052016422026|Fiona and Jane|09-10-2022|i2436314a|0.00|4||2|0|b2002007a|15163309
p1039085a|33052016729370|Sweet sweet revenge Ltd|09-10-2022|i2450565a|0.00|4|||0|b2011012a|15163310
p1039435a|33052011352525|Father Brown. Season eight [DVD]|09-09-2022|i2396199a|0.00|11|||0|b1964927a|15158941
p1040220a|33052013070976|Yoga for every body [DVD]|09-04-2022|i2100353a|0.00|11|||6|b1617806a|14788776
p1040220a|33052015533617|Darth Vader and friends|09-04-2022|i2348144a|0.00|53|||6|b1902140a|14788772
p1040315a|33052016520118|The devil's bed|09-10-2022|i2397325a|0.00|4||1|5|b1428093a|14828579
p1040821a|33052011359173|Godzilla vs. Kong [DVD]|09-07-2022|i2412213a|0.00|3|||6|b1980388a|15017508
p1040821a|33052011363688|F9 [DVD] : the fast saga|09-08-2022|i2423517a|0.00|18|||0|b1993775a|15204136
p1040821a|33052011373687|Dog [DVD]|09-01-2022|i2447140a|0.00|18|||0|b2014644a|15180478
p1040821a|33052013610987|Star wars [Blu-ray] : the complete saga|09-07-2022|i2128763a|0.00|11|||6|b1533589a|14980050
p1040821a|33052013935285|Anatomy, stretching & training for golfers : a step-by step guide to getting the most from your golf workout|09-07-2022|i2108128a|0.00|4|||6|b1613898a|14980045
p1040821a|33052016737837|Two meals a day cookbook : over 100 recipes to lose weight & feel great without hunger or cravings / Mark Sisson with Brad Kearns and Sarah Steffens.|09-11-2022|i2453113a|0.00|4||3|0|b2013344a|15166449
p1040821a|33052098048848|The Beatles anthology [videorecording]|08-24-2022|i2073615a|0.00|3|||6|b1556151a|14980048
p1040821a|33052098084702|Love's labour's lost [videorecording] : a romantic musical comedy|08-24-2022|i1764009a|0.00|3|||6|b1440288a|14980052
p1040821a|332800001081339uccp|Class : a guide through the American status system / Paul Fussell ; with illustrations by Martim de Avillez.|09-11-2022|i1091583a|0.00|22|||0|b1091583a|15166450
p1042431a|33052012216208|Death of the mantis : a Detective Kubu mystery|09-11-2022|i1970132a|0.00|4|||0|b1499291a|15164106
p1042793a|33052016106082|Mexican Gothic|09-13-2022|i2379629a|0.00|4|||0|b1927736a|15170805
p1042793a|33052098877709|Folly du jour|09-13-2022|i1716788a|0.00|4|||0|b1419259a|15170769
p1042947a|33052014163440|Goat in a boat|09-10-2022|i2197388a|0.00|53|||0|b1678367a|15162251
p1042947a|33052014360053|The stuff between the stars : how Vera Rubin discovered most of the universe|09-10-2022|i2401449a|0.00|6|||0|b1968378a|15162252
p1042947a|33052015535232|The crossover|09-10-2022|i2347522a|0.00|53|||0|b1899336a|15162257
p1042947a|33052015704564|Construction workers|09-10-2022|i2291269a|0.00|53|||0|b1823776a|15162255
p1042947a|33052015797170|Baseball's leading lady : Effa Manley and the rise and fall of the Negro Leagues|09-10-2022|i2397493a|0.00|6|||0|b1955724a|15162253
