patron_no|item_barcode|title|due_date|item_no|money_owed|loan_rule|item_holds|bib_holds|renewals|bib_no|checkout_id
p1002984a|33052014630364|Creative together : sparking innovation in the new world of work|09-11-2022|i2449540a|0.00|4|||1|b2013538a|15100091
p1002984a|33052016615926|Rhythms of renewal : trading stress and anxiety for a life of peace and purpose|09-11-2022|i2351796a|0.00|4|||1|b1904650a|15100090
p1003176a|33052016415087|The story of you : an Enneagram journey to becoming your true self|09-14-2022|i2433441a|0.00|4||1|1|b1994532a|15101740
p1003987a|33052016957187|Autoboyography|09-13-2022|i2419276a|0.00|53|||4|b1800704a|14900781
p1004481a|33052013601879|Princess Posey and the first grade ballet|09-14-2022|i2129925a|0.00|53|||1|b1639067a|15121070
p1004726a|33052016753578|Bloomsbury girls|09-14-2022|i2456959a|0.00|4||2|0|b2008911a|15175559
p1005145a|33052015071592|The poisonwood Bible|09-11-2022|i2237674a|0.00|4||1|0|b1119505a|15165774
p1005147a|313930340093759arap|Lead yourself first : inspiring leadership through solitude / with a foreword by Jim Collins ; Raymond M. Kethledge and Michael S. Erwin.|09-04-2022|i4082037a|0.00|22|||0|b4082037a|15140099
p1005147a|R04031443449denv|The art of coaching : effective strategies for school transformation / Elena Aguilar|09-11-2022|i241466a|0.00|22|||0|b241466a|15166225
p1005765a|33052016426266|Steal|09-13-2022|i2436550a|0.00|18|||0|b1995745a|15215351
p1005912a|33052016874945|Cross my heart|09-12-2022|i2338252a|0.00|4|||1|b1878530a|15099559
p1005929a|33052016729479|Fossil future : why global human flourishing requires more oil, coal, and natural gas--not less|09-13-2022|i2450559a|0.00|4||6|0|b2011288a|15173911
p1006327a|33052015025002|Dinner at the Homesick Restaurant : a novel|09-03-2022|i2296584a|0.00|4||1|0|b1830633a|15137824
p1006327a|33052016161103|The boy, the mole, the fox and the horse|09-10-2022|i2357971a|0.00|4|||0|b1905565a|15162064
p1006327a|33052016778112|French braid|09-10-2022|i2441135a|0.00|4||5|0|b1997879a|15162065
p1006803a|33052010506550|Half broke horses [sound recording] : [a true-life novel]|09-08-2022|i1895440a|0.00|45||1|3|b1471540a|14644464
p1006956a|111001199438796150|The birchbark house / by Louise Erdrich with illustrations by the author.|09-12-2022|i13968415a|0.00|22|||1|b13968415a|15127081
p1006956a|33052011358662|The courier [DVD]|09-14-2022|i2410738a|0.00|3|||0|b1979686a|15222026
p1007956a|33052014526661|Bead-making lab : 52 explorations for crafting beads from polymer clay, plastic, paper, stone, wood, fiber, and wire|09-12-2022|i2231549a|0.00|25|||0|b1769825a|15070165
p1008073a|33052013572443|Go set a watchman [large print]|09-14-2022|i2174218a|0.00|4|||0|b1687625a|15174172
p1008419a|33052014072872|Number talks : helping children build mental math and computation strategies, grades K-5|09-11-2022|i2155190a|0.00|25||1|0|b1680320a|15060711
p1008920a|33052016808364|The summer place : a novel|09-10-2022|i2447502a|0.00|4||16|0|b2005481a|15162629
p1008926a|33052014946083|Resilient grieving : finding strength and embracing life after a loss that changes everything|09-12-2022|i2257715a|0.00|4|||2|b1795239a|15031134
p1008944a|33052015546817|The Fowl twins|09-06-2022|i2352337a|0.00|53|||6|b1904447a|14731582
p1008944a|33052015778725|The Silver Arrow|09-06-2022|i2382935a|0.00|53|||6|b1938774a|14731583
p1009611a|33052010278374|The perennial care manual : a plant-by-plant guide, what to do & when to do it|09-13-2022|i1864738a|0.00|4|||3|b1459773a|14965330
p1009611a|33052010423434|The well-designed mixed garden : building beds and borders with trees, shrubs, perennials, annuals, and bulbs|09-13-2022|i1879093a|0.00|4|||5|b1288712a|14780839
p1009611a|33052012030674|Native plants for high-elevation Western gardens|09-13-2022|i1940608a|0.00|4||1|3|b1486466a|14965334
p1009611a|33052012409779|The complete book of bone health|09-13-2022|i1973550a|0.00|4|||1|b1497904a|15098024
p1009611a|33052012595411|Succulents simplified : growing, designing, and crafting with 100 easy-care varieties|09-13-2022|i2060601a|0.00|4|||3|b1554818a|14965332
p1009611a|33052013496213|Plants with style : a plantsman's choices for a vibrant, 21st-century garden|09-13-2022|i2182598a|0.00|4|||1|b1696570a|15098026
p1009611a|33052014921557|Grow native : bringing natural beauty to your garden|09-13-2022|i2251259a|0.00|4|||1|b1781882a|15098023
p1009611a|33052015075403|The well-tended perennial garden : the essential guide to planting and pruning techniques|09-13-2022|i2240361a|0.00|4|||5|b1781917a|14802938
p1009611a|33052015076583|Rock gardening : reimagining a classic style|09-13-2022|i2240341a|0.00|4|||1|b1769879a|15098025
p1009611a|33052016201222|How not to diet : the groundbreaking science of healthy, permanent weight loss|09-13-2022|i2363710a|0.00|4|||2|b1909225a|15017159
p1009611a|33052016241723|The gardener's guide to succulents : a handbook of over 125 exquisite varieties of succulents and cacti|09-13-2022|i2371306a|0.00|4|||3|b1928935a|14965333
p1009611a|33052097954004|Kiplinger's personal finance.|09-13-2022|i2427182a|0.00|4|||6|b1242128a|14718689
p1009611a|33052097956868|Kiplinger's personal finance.|09-13-2022|i2438160a|0.00|4|||3|b1242128a|14965331
p1009611a|33052097957528|Kiplinger's personal finance.|09-13-2022|i2441501a|0.00|4|||5|b1242128a|14780837
p1009611a|33052098280078|Kiplinger's personal finance.|09-13-2022|i2444724a|0.00|4|||5|b1242128a|14802937
p1009898a|33052013314788|¿Como comen los dinosaurios?|09-13-2022|i2079156a|0.00|53|||0|b1596566a|15173581
p1009898a|33052015269378|Superman and the invasion of Earth : a solar system adventure|09-13-2022|i2331607a|0.00|53|||0|b1889412a|15173578
p1009898a|33052015516083|Little Smokey|09-13-2022|i2342014a|0.00|53|||0|b1896908a|15173576
p1009898a|33052015657432|The tyrannosaurus game|09-13-2022|i2287953a|0.00|53|||0|b1815850a|15173580
p1009898a|33052094725340|El hueso prodigioso|09-13-2022|i2457744a|0.00|53|||0|b2023098a|15173577
p1009898a|33052097152237|Scholastic's The magic school bus kicks up a storm : a book about weather|09-13-2022|i1640583a|0.00|53|||0|b1214854a|15173579
p1010115a|33052011201458|Outlander. Season 1, volume 2 [DVD]|09-12-2022|i2172702a|0.00|11|||0|b1694552a|15169071
p1010115a|33052011372028|House of Gucci [DVD]|09-04-2022|i2442800a|0.00|3|||0|b2011556a|15188094
p1010115a|33052013128618|Written in my own heart's blood [sound recording] : [a novel]|08-30-2022|i2111111a|0.00|4|||0|b1612748a|15126444
p1010450a|33052099786503|Relentless [sound recording] : [a novel]|08-22-2022|i1834754a|107.97|4|||0|b1450560a|15098906
p1010536a|33052016583959|The whisper man|09-09-2022|i2343267a|0.00|25||1|0|b1898726a|15053136
p1010590a|33052016784094|Take my hand|09-14-2022|i2442361a|0.00|18||9|0|b2002482a|15221008
p1010616a|33052016807051|Back to the prairie : a home remade, a life rediscovered|09-03-2022|i2448066a|0.00|4||1|0|b2006018a|15138107
p1010897a|33052015455274|Where the crawdads sing|09-08-2022|i2323786a|0.00|4||14|0|b1836348a|15153800
p1010923a|33052016465728|Finding the Mother Tree [large print] : discovering the wisdom of the forest|09-14-2022|i2415968a|0.00|4||2|0|b1977899a|15174188
p1011001a|33052011359009|The lovebirds [DVD]|08-27-2022|i2412220a|0.00|18|||0|b1980387a|15163393
p1011001a|33052011361765|In the Heights [DVD]|08-27-2022|i2419951a|0.00|18||1|0|b1990016a|15163395
p1011062a|33052014580940|Along came a spider|09-13-2022|i2293064a|0.00|4||3|0|b1314877a|15171840
p1011096a|33052016733893|The Hotel Nantucket : a novel / Elin Hilderbrand.|09-11-2022|i2453043a|0.00|4||50|0|b2007795a|15164319
p1011915a|33052015475538|Sixteen ways to defend a walled city|09-01-2022|i2330898a|0.00|4|||0|b1886984a|15134663
p1011971a|313930391907179arap|Good enough : 40ish devotionals for a life of imperfection / Kate Bowler and Jessica Richie.|09-12-2022|i4751381a|0.00|22|||0|b4751381a|15167923
p1011971a|33052011326081|The biggest little farm|09-12-2022|i2343212a|0.00|3|||2|b1900105a|15167922
p1012126a|33052099015259|High and dry : gardening with cold-hardy dryland plants|09-11-2022|i1729977a|0.00|4|||0|b1428366a|15164051
p1015330a|33052013858156|The astronomy bible : the definitive guide to the night sky and the universe|09-02-2022|i2143528a|0.00|4|||2|b1669948a|14990294
p1015330a|33052014405023|Stand by me : the forgotten history of gay liberation|09-02-2022|i2197083a|0.00|4|||2|b1726626a|14990293
p1015330a|33052016134738|The neuroscience of emotion : a new synthesis|09-02-2022|i2385893a|0.00|4|||2|b1893455a|14990295
p1015330a|33052016965271|Behave : the biology of humans at our best and worst|09-02-2022|i2417478a|0.00|4|||2|b1783919a|14990292
p1015453a|33052011237817|The big bang theory. The complete ninth season|09-14-2022|i2219550a|0.00|11|||1|b1760334a|15121200
p1015453a|33052011305242|The big bang theory. The complete eleventh season|09-14-2022|i2314888a|0.00|11|||1|b1845784a|15075863
p1015453a|33052011333053|Big bang theory. The twelfth and final season [DVD]|09-14-2022|i2356097a|0.00|11|||1|b1905979a|15075861
p1015508a|33052012110484|Extras|09-06-2022|i2090613a|0.00|53|||0|b1410038a|15149323
p1015508a|33052016436877|Lucky girl|09-06-2022|i2409118a|0.00|53|||0|b1972470a|15149321
p1015508a|33052016436885|Last Chance books|09-06-2022|i2409117a|0.00|53|||0|b1972468a|15149322
p1015508a|33052016783690|Always Jane|09-06-2022|i2441618a|0.00|53|||0|b2004382a|15149324
p1015508a|33052016805527|How to be the best third wheel|09-06-2022|i2446713a|0.00|53|||0|b2008730a|15149320
p1015508a|33052016893655|A woman of no importance : the untold story of the American spy who helped win WWII|09-06-2022|i2332271a|0.00|4|||0|b1882453a|15149319
p1015562a|33052011375484|The unbearable weight of massive talent [videorecording DVD] / directed by Tom Gormican.|09-13-2022|i2451986a|0.00|18||17|0|b2018212a|15215580
p1016436a|33052013560778|Gold fame citrus|09-14-2022|i2170759a|0.00|4|||0|b1690932a|15176912
p1016641a|33052098124136|American painters on technique : 1860-1945|09-11-2022|i2190374a|0.00|4|||0|b1707441a|15166169
p1017395a|22109103339jcpp|This is happening [sound recording] / LCD Soundsystem.|09-11-2022|i4085169a|0.00|21|||0|b4085169a|15210752
p1017395a|22139717959jcpp|\"American dream\" / LCD Soundsystem.|09-11-2022|i5704082a|0.00|21|||0|b5704082a|15210751
p1017717a|33052016131585|The warmth of other suns : the epic story of America's great migration|09-01-2022|i2385679a|0.00|4|||0|b1478182a|15134297
p1017977a|33052015813910|Escape from the roller ghoster|09-14-2022|i2406417a|0.00|25|||0|b1972881a|15089240
p1019603a|33052016433189|Black cake : a novel|09-13-2022|i2438525a|0.00|18||17|0|b2002356a|15215710
p1019603a|33052016779953|One Italian summer : a novel|09-13-2022|i2441601a|0.00|18||20|0|b2002379a|15215711
p1019778a|33052010389619|Galileo's dream|09-01-2022|i1875198a|0.00|4|||0|b1460705a|15131970
p1019778a|33052014944963|The third Nero|09-07-2022|i2257209a|0.00|4|||0|b1790578a|15153032
p1020414a|33052012112423|The perfect score project : uncovering the secrets of the SAT|09-12-2022|i2090907a|0.00|4|||3|b1610461a|14962817
p1020608a|33052016755334|The 6:20 man|09-11-2022|i2456851a|24.30|18||57|0|b2009481a|15211326
p1022027a|33052012245389|Up, up, and away : a book about adverbs|09-08-2022|i1943988a|0.00|53||3|0|b1493666a|15154828
p1022610a|33052016471759|Godspeed : a novel|09-13-2022|i2416357a|0.00|4|||7|b1979701a|14718637
p1022610a|U1850132047109uncp|Citizens uniting to restore our democracy / Daniel Kemmis.|09-13-2022|i3410451a|0.00|22|||1|b3410451a|15105975
p1023490a|33052016468110|Rachel to the rescue|08-20-2022|i2415775a|39.96|4|||0|b1979536a|15092785
p1023490a|33052016788400|Super host : a novel|08-20-2022|i2443420a|39.96|4||1|0|b1929048a|15092786
p1023494a|33052015522107|Nameless city. Vol. 2, The stone heart|09-02-2022|i2344282a|0.00|53|1||2|b1788488a|14910649
p1023494a|33052016399307|The maze runner|09-06-2022|i2430080a|0.00|53||7|0|b1460046a|15144631
p1023494a|33052016774293|Code name Verity|09-12-2022|i2439662a|0.00|53|||0|b1530221a|15166659
p1024840a|33052098954409|The case of the peculiar pink fan|08-19-2022|i1731969a|52.73|53|||2|b1428001a|14976913
p1026769a|0005710969lovp|Paper moon [dvd] / screenplay by Alvin Sargent ; produced and directed by Peter Bogdanovich.|08-29-2022|i4140016a|0.00|21|||0|b4140016a|15166757
p1026769a|R00921524939bldr|Dersu Uzala [videorecording-dvd] / produced by the Mosfilms Studios USSR with the participation of Atelier-41, Japan, Churchill Coal Corporation in association with Gerald J. Rappoport and Satra Films and Special Projects Corporation ; a New World Picture|08-26-2022|i2538569a|0.00|21|||0|b2538569a|15159781
p1027001a|33052011185065|Schindler's list [DVD]|09-14-2022|i2152677a|0.00|3||1|0|b1679070a|15222027
p1027001a|33052011317544|Free solo|09-14-2022|i2327977a|0.00|3|||0|b1885661a|15222031
p1027001a|33052011332717|Once upon a time... in Hollywood|09-14-2022|i2355559a|0.00|3|||0|b1909034a|15222030
p1027001a|33052011368349|Dune [DVD]|09-14-2022|i2434746a|0.00|18||3|0|b2002553a|15222028
p1027001a|33052011373356|Licorice pizza [DVD]|09-14-2022|i2447162a|0.00|18||1|0|b2014646a|15222029
p1027932a|12400520462179mssp|The power of the powerless / Václav Havel ; translated from the Czech by Paul Wilson ; with an introduction by Timothy Snyder.|09-03-2022|i13521005a|0.00|22|||2|b13521005a|15071107
p1028213a|33052010588046|Henry and Mudge in the sparkle days : the fifth book of their adventures|09-12-2022|i1897497a|34.85|53|||0|b1475910a|15170232
p1028213a|33052015764600|I want to sleep under the stars!|09-12-2022|i2387259a|34.85|53|||0|b1946107a|15170233
p1028213a|33052016829758|Jamie Lee's birthday treat|09-12-2022|i2440834a|34.85|53|||0|b2008881a|15170230
p1028213a|33052018017972|Pedro goes to Mars|09-12-2022|i2456015a|34.85|53|||0|b1950185a|15170231
p1030505a|33052015210638|Dragon Pearl|09-11-2022|i2319512a|0.00|53|||2|b1857177a|15051939
p1030505a|33052016283469|Last gate of the emperor|09-11-2022|i2410049a|0.00|53|||2|b1976312a|15051941
p1030505a|33052016329015|Last gamer standing|09-11-2022|i2429279a|0.00|53|||2|b1994259a|15051940
p1030714a|33052011007715|Between the lions. Animal stories! [DVD]|09-14-2022|i1931375a|0.00|50|||0|b1486516a|15218634
p1030714a|33052011145457|Bubble Guppies. Get ready for...school! [DVD]|09-14-2022|i2108206a|0.00|50|||0|b1621618a|15218630
p1030714a|33052011180405|Let's learn. S.T.E.M.|09-14-2022|i2144559a|0.00|50|||0|b1673912a|15218619
p1030714a|33052011188937|Let's learn. Kindness [DVD]|09-14-2022|i2158812a|0.00|50|||0|b1687256a|15218638
p1030714a|33052011193333|Paw Patrol. Meet Everest!|09-14-2022|i2165000a|0.00|50|||0|b1690668a|15218625
p1030714a|33052011211655|Peppa Pig. Muddy puddles|09-14-2022|i2184110a|0.00|50|||0|b1707735a|15218631
p1030714a|33052011226588|Strawberry Shortcake. Berry tales [DVD]|09-14-2022|i2204964a|0.00|50|||0|b1695054a|15218628
p1030714a|33052011239334|Let's learn. S.T.E.M., Vol. 2 [DVD]|09-14-2022|i2222073a|0.00|50|||0|b1762633a|15218618
p1030714a|33052011261973|Curious George. Egg hunting [DVD]|09-14-2022|i2253959a|0.00|50|||0|b1793268a|15218614
p1030714a|33052011337823|Frozen II|09-14-2022|i2363430a|0.00|50|||0|b1923078a|15218636
p1030714a|33052011338805|Paw patrol. Winter rescues [DVD]|09-14-2022|i2368010a|0.00|50|||0|b1637485a|15218621
p1030714a|33052011338870|Paw patrol. Jungle rescues|09-14-2022|i2365843a|0.00|50|||0|b1925525a|15218626
p1030714a|33052011339217|Paw Patrol. Mighty pups super paws [DVD]|09-14-2022|i2365373a|0.00|50||1|0|b1923658a|15218633
p1030714a|33052011350099|Paw patrol. Pups save Puplantis [DVD].|09-14-2022|i2393591a|0.00|50|||0|b1954566a|15218624
p1030714a|33052011350115|Paw patrol. Ultimate rescue|09-14-2022|i2392261a|0.00|50|||0|b1922531a|15218620
p1030714a|33052011350149|PAW patrol. Robo dog rescues!|09-14-2022|i2391944a|0.00|50|||0|b1955561a|15218623
p1030714a|33052011350263|PAW patrol. Summer rescues [videorecordings].|09-14-2022|i2393584a|0.00|50|||0|b1954565a|15218622
p1030714a|33052011358779|Paw patrol. Moto pups. [DVD]|09-14-2022|i2410720a|0.00|50||1|0|b1980069a|15218616
p1030714a|33052011358944|Nature's biggest beasts [DVD]|09-14-2022|i2410659a|0.00|50|||0|b1976147a|15218629
p1030714a|33052011366574|Blue's clues. Blue's biggest stories [DVD]|09-14-2022|i2431142a|0.00|50|||0|b1998988a|15218617
p1030714a|33052011375054|PAW Patrol. Rescue knights [DVD] / written by Andrew Guerdat, Michael Stokes, Louise Moon, Sean Jara, Clark Stubbs, Robin J. Stein ; directed by Charles E. Bastien.|09-14-2022|i2452030a|0.00|50||1|0|b2018449a|15218615
p1030714a|33052014264537|Inside out [DVD]|09-14-2022|i2174537a|0.00|50|||0|b1697455a|15218639
p1030714a|33052015861687|The pirate fairy [DVD]|09-14-2022|i2091252a|0.00|50|||0|b1611555a|15218632
p1030714a|33052015964416|Cobweb the cat : a collection of short stories|09-14-2022|i2299814a|0.00|2|||0|b1834551a|15218603
p1030714a|33052098758081|School house rock! Election collection [DVD]|09-14-2022|i1726297a|0.00|50|||0|b1424981a|15218635
p1030714a|33052098774195|Elmo's world. Springtime fun! [DVD]|09-14-2022|i1807453a|0.00|50|||0|b1336656a|15218637
p1030727a|33052014381042|It ends with us|09-14-2022|i2435953a|0.00|4||88|0|b1757770a|15174178
p1030727a|33052016746796|Hatchet Island / Paul Doiron.|09-14-2022|i2455186a|0.00|4||2|0|b2007793a|15174177
p1031766a|33052011358076|The nest [DVD]|09-08-2022|i2409240a|0.00|3|||0|b1977657a|15203566
p1031766a|33052011362631|Percy vs Goliath [DVD]|09-13-2022|i2420975a|0.00|3|||1|b1990476a|15193737
p1031766a|33052011365105|Stillwater [DVD]|09-13-2022|i2428214a|0.00|3||1|1|b1997061a|15193738
p1031766a|33052011366335|One night in Miami... [DVD]|09-08-2022|i2431154a|0.00|3|||0|b1998977a|15203565
p1031766a|33052011369552|Blue bayou [DVD]|09-08-2022|i2437083a|0.00|3|||0|b2004718a|15203563
p1031766a|33052011371988|House of Gucci [DVD]|09-08-2022|i2442796a|0.00|3|||0|b2011556a|15203562
p1031766a|33052011373679|Dog [DVD]|09-08-2022|i2447139a|0.00|18|||0|b2014644a|15203564
p1031766a|33052011374503|American underdog [DVD]|09-08-2022|i2450452a|0.00|3||1|1|b2011558a|15166537
p1031766a|33052014493284|Last seen leaving|09-11-2022|i2222886a|0.00|53|||2|b1759372a|14955385
p1031766a|33052015132246|The dangerous art of blending in : a novel|09-11-2022|i2283717a|0.00|53|||1|b1814883a|15153350
p1031766a|33052016139893|A neon darkness|09-11-2022|i2387531a|0.00|53|||1|b1935672a|15153349
p1031766a|33052016395974|Run. Book one|09-11-2022|i2429122a|0.00|53|||1|b1987204a|15153348
p1031766a|33052098050406|Forgive me, Leonard Peacock : a novel|09-11-2022|i2069902a|0.00|53|||2|b1556393a|14955384
p1031859a|334550290996599hpld|Your brain's not broken : strategies for navigating your emotions and life with ADHD / Tamara Rosier, PhD.|09-14-2022|i3179344a|0.00|22|||2|b3179344a|15107314
p1032181a|33052014472072|A return to justice : rethinking our approach to juveniles in the system|09-12-2022|i2217564a|0.00|4|||1|b1757842a|15097199
p1032181a|33052015035332|The five people you meet in heaven|09-12-2022|i2299702a|0.00|4|||0|b1296313a|15167210
p1032318a|33052014726238|Reading Rainbow. My America [DVD] : a poetry atlas of the United States|09-14-2022|i2216296a|0.00|50|||1|b1757593a|15206731
p1032506a|33052015198106|¿Puedo jugar yo también? : Un libro de Elefante y Cerdita|08-25-2022|i2313103a|18.79|53|||0|b1849977a|15107382
p1032506a|33052016833958|The clever carp|09-06-2022|i2450783a|18.79|53||1|0|b2017029a|15141700
p1033124a|33052016790109|Dream town|09-10-2022|i2444254a|0.00|18||5|0|b1999871a|15207799
p1033440a|33052016779409|More Mediterranean : 225+ new plant-forward recipes ; endless inspiration for eating well|08-31-2022|i2441458a|0.00|4||1|0|b1994119a|15130509
p1033541a|33052099204531|The Imago sequence : and other stories|09-14-2022|i1738667a|0.00|4|||0|b1425709a|15176010
p1034038a|33052091623647|Pigs aplenty, pigs galore!|09-12-2022|i1059805a|0.00|53|||6|b1038210a|14779661
p1034127a|33052014603072|Permission to try : 11 things you need to hear when you're scared to change your life|09-07-2022|i2343119a|0.00|4|||0|b1898640a|15152971
p1034183a|33052016771133|Horse|08-30-2022|i2458373a|0.00|18||71|0|b2007794a|15171371
p1034575a|33052013415544|Blueprints|08-22-2022|i2156280a|185.48|4|||2|b1667757a|14944894
p1034575a|33052013571908|A banquet of consequences : a Lynley novel|08-22-2022|i2175289a|185.48|4|||2|b1688021a|14944896
p1034575a|33052014463857|How to party with an infant|08-22-2022|i2215873a|185.48|4|||2|b1742434a|14944892
p1034575a|33052015141726|I'll be your blue sky|08-22-2022|i2285597a|185.48|4|||2|b1815940a|14944891
p1034575a|33052016150742|A lesson in secrets|08-22-2022|i2355008a|185.48|4|||2|b1492498a|14944898
p1034575a|33052016881999|In the full light of the sun|08-22-2022|i2339496a|185.48|4|||2|b1891834a|14944895
p1034575a|33052098476940|Facets|08-22-2022|i1750387a|185.48|4|||2|b1394392a|14944893
p1034866a|33052014749347|The away game|08-30-2022|i2323015a|0.00|42|||0|b1882059a|15005832
p1035131a|33052012193274|The medium next door : the adventures of a real-life ghost whisperer|09-14-2022|i1962402a|0.00|25|||0|b1501104a|14925446
p1036549a|33052012524163|Hiking Colorado's front range|09-13-2022|i2007971a|0.00|4|||1|b1525554a|15105009
p1036549a|33052015449822|Fodor's Colorado.|09-13-2022|i2322417a|0.00|4|||1|b1065483a|15105010
p1036549a|33052016152292|Rick Steves' Italy.|09-13-2022|i2356537a|0.00|4|||1|b1082351a|15105008
p1036549a|33052016239404|Moon Colorado.|09-13-2022|i2372346a|0.00|4|||3|b1932677a|14978989
p1036549a|33052016773527|Lonely Planet Mexico.|09-13-2022|i2437941a|0.00|4|||1|b1764442a|15105011
p1038501a|33052016415004|The story of you : an Enneagram journey to becoming your true self|09-14-2022|i2433440a|0.00|4||1|0|b1994532a|15176365
p1038501a|33052016916407|The enneagram guide to waking up : find your path, face your shadow, discover your true self|09-14-2022|i2426169a|0.00|4||2|0|b1990377a|15176364
p1038506a|33052016135404|True believer|09-04-2022|i2386405a|0.00|4|||1|b1945638a|15125724
p1039085a|33052016219349|Untamed|09-10-2022|i2372920a|0.00|4||2|0|b1924945a|15163311
p1039085a|33052016422026|Fiona and Jane|09-10-2022|i2436314a|0.00|4||2|0|b2002007a|15163309
p1039085a|33052016729370|Sweet sweet revenge Ltd|09-10-2022|i2450565a|0.00|4|||0|b2011012a|15163310
p1039435a|33052011352525|Father Brown. Season eight [DVD]|09-09-2022|i2396199a|0.00|11|||0|b1964927a|15158941
p1040220a|33052013070976|Yoga for every body [DVD]|09-04-2022|i2100353a|0.00|11|||6|b1617806a|14788776
p1040220a|33052015533617|Darth Vader and friends|09-04-2022|i2348144a|0.00|53|||6|b1902140a|14788772
p1040821a|33052011359173|Godzilla vs. Kong [DVD]|09-07-2022|i2412213a|104.99|3|||6|b1980388a|15017508
p1040821a|33052011363688|F9 [DVD] : the fast saga|09-08-2022|i2423517a|104.99|18|||0|b1993775a|15204136
p1040821a|33052011373687|Dog [DVD]|09-01-2022|i2447140a|104.99|18|||0|b2014644a|15180478
p1040821a|33052013610987|Star wars [Blu-ray] : the complete saga|09-07-2022|i2128763a|104.99|11|||6|b1533589a|14980050
p1040821a|33052013935285|Anatomy, stretching & training for golfers : a step-by step guide to getting the most from your golf workout|09-07-2022|i2108128a|104.99|4|||6|b1613898a|14980045
p1040821a|33052016737837|Two meals a day cookbook : over 100 recipes to lose weight & feel great without hunger or cravings / Mark Sisson with Brad Kearns and Sarah Steffens.|09-11-2022|i2453113a|104.99|4||3|0|b2013344a|15166449
p1040821a|33052098048848|The Beatles anthology [videorecording]|08-24-2022|i2073615a|104.99|3|||6|b1556151a|14980048
p1040821a|33052098084702|Love's labour's lost [videorecording] : a romantic musical comedy|08-24-2022|i1764009a|104.99|3|||6|b1440288a|14980052
p1040821a|332800001081339uccp|Class : a guide through the American status system / Paul Fussell ; with illustrations by Martim de Avillez.|09-11-2022|i1091583a|104.99|22|||0|b1091583a|15166450
p1042431a|33052012216208|Death of the mantis : a Detective Kubu mystery|09-11-2022|i1970132a|0.00|4|||0|b1499291a|15164106
p1042947a|33052014163440|Goat in a boat|09-10-2022|i2197388a|0.00|53|||0|b1678367a|15162251
p1042947a|33052014360053|The stuff between the stars : how Vera Rubin discovered most of the universe|09-10-2022|i2401449a|0.00|6|||0|b1968378a|15162252
p1042947a|33052015535232|The crossover|09-10-2022|i2347522a|0.00|53|||0|b1899336a|15162257
p1042947a|33052015704564|Construction workers|09-10-2022|i2291269a|0.00|53|||0|b1823776a|15162255
p1042947a|33052015797170|Baseball's leading lady : Effa Manley and the rise and fall of the Negro Leagues|09-10-2022|i2397493a|0.00|6|||0|b1955724a|15162253
p1042947a|33052015906110|Chicken|09-10-2022|i2249667a|0.00|53|||0|b1784939a|15162260
p1042947a|33052016641278|Life cycle of a turtle|09-10-2022|i2439850a|0.00|53|||0|b2007583a|15162258
p1042947a|33052016658157|Sometimes I feel jealous|09-10-2022|i2439869a|0.00|53|||0|b2006171a|15162250
