patron_no|item_barcode|title|due_date|item_no|money_owed|loan_rule|item_holds|bib_holds|renewals|bib_no|checkout_id
p1008206a|33052012786580|Every last tie : the story of the Unabomber and his family|09-23-2022|i2191952a|0.00|4|||0|b1713047a|15205085
p1008206a|33052015115837|The wife between us|09-15-2022|i2278941a|0.00|4|||0|b1809895a|15177949
p1008206a|33052016417885|The last house on the street|09-15-2022|i2434600a|0.00|4||1|0|b1997266a|15177950
p1008206a|33052016778500|Ancestor trouble : a reckoning and a reconciliation|09-23-2022|i2440905a|0.00|4||2|0|b2002132a|15205086
p1008206a|33052016941389|In all good faith : a novel|09-23-2022|i2422266a|0.00|4|||0|b1988485a|15205084
p1008206a|50103141279jcpp|The guilty couple / C.L. Taylor.|09-15-2022|i7050028a|0.00|22|||0|b7050028a|15177951
p1008836a|33052016515738|Greenlights|09-24-2022|i2396598a|0.00|4||3|6|b1938000a|14840063
p1008920a|33052016808364|The summer place : a novel|09-10-2022|i2447502a|0.00|4||5|0|b2005481a|15162629
p1008944a|33052015546817|The Fowl twins|09-06-2022|i2352337a|0.00|53|||6|b1904447a|14731582
p1008944a|33052015778725|The Silver Arrow|09-06-2022|i2382935a|0.00|53|||6|b1938774a|14731583
p1009675a|33052011100700|Silver linings playbook [DVD]|09-20-2022|i2048353a|0.00|3|||0|b1550064a|15243428
p1009675a|33052011245430|Bad moms [DVD]|09-20-2022|i2228811a|0.00|3|||0|b1767995a|15243427
p1009675a|33052014579371|A borrowed dream|09-22-2022|i2289380a|0.00|4|||0|b1819560a|15204128
p1009675a|33052015358999|State fair [DVD]|09-20-2022|i2269892a|0.00|3|||0|b1804269a|15243429
p1009675a|33052016163703|The country guesthouse|09-22-2022|i2358805a|0.00|4|||0|b1904120a|15204132
p1009675a|33052016903405|A tender hope|09-22-2022|i2334436a|0.00|4|||0|b1890959a|15204129
p1009898a|33052013314788|¿Como comen los dinosaurios?|09-13-2022|i2079156a|0.00|53|||0|b1596566a|15173581
p1009898a|33052015269378|Superman and the invasion of Earth : a solar system adventure|09-13-2022|i2331607a|0.00|53|||0|b1889412a|15173578
p1009898a|33052015516083|Little Smokey|09-13-2022|i2342014a|0.00|53|||0|b1896908a|15173576
p1009898a|33052015657432|The tyrannosaurus game|09-13-2022|i2287953a|0.00|53|||0|b1815850a|15173580
p1009898a|33052094725340|El hueso prodigioso|09-13-2022|i2457744a|0.00|53|||0|b2023098a|15173577
p1009898a|33052097152237|Scholastic's The magic school bus kicks up a storm : a book about weather|09-13-2022|i1640583a|0.00|53|||0|b1214854a|15173579
p1010253a|33052016444566|Bamboozled by Jesus : how God tricked me into the life of my dreams|09-15-2022|i2410442a|0.00|4|||0|b1974236a|15179560
p1010253a|33052016462378|Personal finance in your 20s & 30s|09-22-2022|i2414841a|0.00|4|||1|b1980101a|15130341
p1010253a|334550280766179hpld|Hope and help for your nerves : end anxiety now / Dr. Claire Weekes, M.B., D. Sc., M.R.A.C.P. Consulting Physician to the Rachel Forster Hospital, Sydney, Australia.|09-22-2022|i3084783a|0.00|22|||0|b3084783a|15202553
p1010590a|33052014359675|Four hundred souls : a community history of African America, 1619-2019|09-25-2022|i2401321a|0.00|4|||0|b1961745a|15211109
p1010590a|33052016138374|The national road : dispatches from a changing America|09-25-2022|i2386678a|0.00|4|||0|b1938027a|15211106
p1010590a|33052093465120|A people's history of the American Revolution : how common people shaped the fight for independence|09-25-2022|i1390693a|0.00|4|||0|b1233123a|15211111
p1010590a|33052098860689|Democracy's prisoner : Eugene V. Debs, the great war, and the right to dissent|09-25-2022|i1715752a|0.00|4|||0|b1421403a|15211107
p1010616a|33052016931349|Novogratz design fix : chic and stylish tips for every decorating scenario|09-21-2022|i2424230a|0.00|4|||3|b1928960a|14945509
p1010622a|33052014407391|The story of a new name|09-20-2022|i2197559a|0.00|4|||0|b1556462a|15196545
p1010622a|33052016147250|Just like you|09-20-2022|i2385022a|0.00|4|||0|b1931251a|15196546
p1010622a|33052016404669|Oh William! : a novel|09-20-2022|i2431205a|0.00|4||3|0|b1985694a|15196544
p1010816a|33052015392931|Killing floor|09-23-2022|i2313750a|0.00|4|||0|b1810837a|15206901
p1010923a|33052016465728|Finding the Mother Tree [large print] : discovering the wisdom of the forest|09-14-2022|i2415968a|0.00|4||2|0|b1977899a|15174188
p1010965a|33052013184660|Crafting fun stuff with a crowd of kids|09-22-2022|i2048993a|20.00|53|||0|b1278575a|15203944
p1010965a|33052013316072|Friends forever|09-22-2022|i2079702a|20.00|53|||0|b1596731a|15203939
p1010965a|33052014237350|Secret coders|09-22-2022|i2179265a|20.00|53||1|0|b1699104a|15203938
p1010965a|33052015533757|The 117-story treehouse|09-22-2022|i2348081a|20.00|53|||0|b1903093a|15203945
p1010965a|33052015644240|Secret ninja force|09-22-2022|i2283915a|20.00|53|||0|b1800200a|15203949
p1010965a|33052015647664|The way downtown : adventures in public transit|09-22-2022|i2284339a|20.00|53|||0|b1802977a|15203947
p1010965a|33052015651849|The adventures of Luke Skywalker, Jedi knight|09-22-2022|i2359298a|20.00|53|||0|b1629516a|15203934
p1010965a|33052016287452|Just pretend|09-22-2022|i2411749a|20.00|53|||0|b1977278a|15203940
p1010965a|33052016310635|Simple machines|09-22-2022|i2418947a|20.00|53|||0|b1982101a|15203948
p1010965a|33052016639686|Running overload|09-22-2022|i2439570a|20.00|53|||0|b2005932a|15203943
p1010965a|33052016642003|Robots in the sky|09-22-2022|i2441339a|20.00|53|||0|b2008598a|15203935
p1010965a|33052016666309|Once upon a tune : stories from the orchestra|09-22-2022|i2442758a|20.00|53||1|0|b2008527a|15203937
p1010965a|33052016830152|Service dogs|09-22-2022|i2444583a|20.00|53|||0|b2010887a|15203941
p1010965a|33052016831481|Hypercars|09-22-2022|i2442608a|20.00|53|||0|b2009660a|15203932
p1010965a|33052016837223|Sports cars|09-22-2022|i2456120a|20.00|53|||0|b2017608a|15203933
p1010965a|33052016839591|Sports venue bucket list|09-22-2022|i2449572a|20.00|53|||0|b2015140a|15203931
p1010965a|33052097644464|Tomie dePaola's front porch tales & North Country whoppers.|09-22-2022|i1685462a|20.00|53|||0|b1406658a|15203942
p1010965a|33052098797444|Martina, the beautiful cockroach : a Cuban folktale|09-22-2022|i1711564a|20.00|53|||0|b1407583a|15203936
p1011096a|33052016733893|The Hotel Nantucket : a novel / Elin Hilderbrand.|09-11-2022|i2453043a|0.00|4||41|0|b2007795a|15164319
p1011701a|33052016735450|The mutual friend : a novel / Carter Bays.|09-24-2022|i2452236a|0.00|4|||0|b2011794a|15209123
p1011971a|33052011365717|Respect [DVD]|09-25-2022|i2428142a|0.00|18|||0|b1997050a|15256721
p1011971a|33052011371871|Parallel mothers [DVD]|09-25-2022|i2442816a|0.00|3||4|0|b2011564a|15256722
p1014603a|33052011373166|The Indian doctor. Season two [DVD]|09-16-2022|i2447473a|0.00|11|||0|b1994704a|15181945
p1015427a|33052018022881|Indiana Jones. Movie collection [DVD] : binge watch set.|09-22-2022|i2461694a|0.00|3||1|0|b2025515a|15249116
p1015555a|33052016435630|Run, Rose, run|09-23-2022|i2438770a|0.00|4|||0|b1997896a|15204722
p1016346a|33052014922530|Killers of the Flower Moon : the Osage murders and the birth of the FBI|09-25-2022|i2250075a|0.00|4||1|2|b1781184a|15082906
p1016346a|33052016414353|The dark hours|09-18-2022|i2433362a|0.00|4||2|6|b1985654a|14797859
p1016346a|33052016782007|Stolen focus : why you can't pay attention--and how to think deeply again|09-21-2022|i2441436a|0.00|4||6|0|b1997012a|15199432
p1016436a|33052016934400|I love you but I've chosen darkness|09-21-2022|i2424547a|0.00|4|||1|b1990879a|15129299
p1016723a|33052015579966|My mastodon|09-16-2022|i2364418a|0.00|53|||0|b1921751a|15181949
p1017395a|33052016137954|The ministry for the future|09-20-2022|i2386321a|0.00|4||10|0|b1935381a|15196755
p1017626a|33052014877031|The marvelous magic of Miss Mabel|09-24-2022|i2226041a|0.00|53|||0|b1763598a|15209878
p1017798a|33052011377431|Mothering Sunday [DVD]|09-21-2022|i2456341a|0.00|3||9|0|b2023295a|15244817
p1017993a|33052016579734|Susan, Linda, Nina, and Cokie : the extraordinary story of the founding mothers of NPR|09-25-2022|i2408894a|0.00|4|||1|b1972087a|15129761
p1018557a|33052016615280|Before and after : the incredible real-life stories of orphans who survived the Tennessee Children's Home Society|09-21-2022|i2351094a|0.00|4|||6|b1893168a|14780288
p1018586a|33052015781380|Be bold! be brave! : 11 Latinas who made U.S. history = ¡Sé audaz, sé valiente! : 11 Latinas que hicieron historia en Estados Unidos|09-23-2022|i2384061a|0.00|53||1|2|b1945334a|15063316
p1018586a|33052016326938|Notable native people : 50 indigenous leaders, dreamers, and changemakers from past and present|09-23-2022|i2427792a|0.00|53||1|2|b1993153a|15063325
p1018586a|33052016793202|Ordinary equality : the fearless women and queer people who shaped the U.S. Constitution and the Equal Rights Amendment|09-23-2022|i2444492a|0.00|4||1|1|b2009452a|15134365
p1019458a|33052014724431|Forty thieves|09-25-2022|i2213135a|0.00|4|||0|b1696029a|15212151
p1019458a|33052016516405|In the woods|09-25-2022|i2396567a|0.00|4|||0|b1422061a|15212149
p1019716a|330600078385069lmnt|Life in the undergrowth [dvd].|09-25-2022|i3164936a|0.00|21|||0|b3164936a|15258140
p1019716a|U1810235450379uwyp|Sleepless in Seattle / TriStar Pictures presents ; a Gary Foster production ; a Nora Ephron film ; executive producers, Lynda Obst, Patrick Crowley ; screenplay by Nora Ephron, David S. Ward, Jeff Arch ; story by Jeff Arch ; produced by Gary Foster ; dire|09-25-2022|i4032008a|0.00|21|||0|b4032008a|15258141
p1019786a|33052015446919|Bookends : collected intros and outros|09-23-2022|i2321433a|0.00|4|||0|b1848982a|15206203
p1019786a|33052016161640|How quickly she disappears|09-23-2022|i2358355a|0.00|4|||0|b1906582a|15206088
p1019786a|33052016537971|True colors|09-23-2022|i2399989a|0.00|4|||0|b1838109a|15206090
p1019786a|33052097324588|Thin moon and cold mist|09-23-2022|i1097269a|0.00|4|||0|b1059107a|15206087
p1019881a|33052011268952|Doctor Dolittle [DVD]|09-24-2022|i2262594a|0.00|50|||0|b1489247a|15254488
p1019881a|33052011269174|Peanuts by Schulz. School days.|09-24-2022|i2262583a|0.00|50|||0|b1800544a|15254484
p1019881a|33052016663769|Sister tricksters : rollicking tales of clever females|09-20-2022|i2436950a|0.00|53|||0|b1377707a|15195404
p1020414a|33052012112423|The perfect score project : uncovering the secrets of the SAT|09-12-2022|i2090907a|0.00|4|||3|b1610461a|14962817
p1020746a|33052014966545|Poland : a novel|09-24-2022|i2262544a|0.00|25|||0|b1799089a|15101704
p1021708a|33052015954326|Louisiana's way home|09-25-2022|i2310644a|0.00|53|||0|b1847353a|15211457
p1021708a|33052016323349|The Beatryce Prophecy|09-25-2022|i2426407a|0.00|53|||0|b1988339a|15211455
p1022019a|33052014632931|A hundred other girls : a novel / Iman Hariri-Kia.|09-21-2022|i2453000a|0.00|4|||0|b2017526a|15199763
p1022019a|33052016413991|My darling husband|09-21-2022|i2433316a|0.00|4|||0|b1995729a|15199762
p1022019a|33052016432603|Shadows reel|09-21-2022|i2438889a|0.00|4||1|0|b1997898a|15199765
p1022019a|33052016638332|Christmas dessert murder|09-21-2022|i2435528a|0.00|4|||0|b1992849a|15199764
p1022330a|33052011195494|The 100 year-old man who climbed out the window and disappeared [DVD]= Hundraåringen som klev ut genom fönstret och försvann|09-22-2022|i2167853a|0.00|3|||6|b1694199a|15129984
p1022610a|33052016471759|Godspeed : a novel|09-13-2022|i2416357a|0.00|4|||7|b1979701a|14718637
p1022610a|R04125043819denv|The three languages of politics : talking across the political divides / Arnold Kling.|09-21-2022|i241045a|0.00|22|||1|b241045a|15131525
p1022610a|U1850132047109uncp|Citizens uniting to restore our democracy / Daniel Kemmis.|09-13-2022|i3410451a|0.00|22|||1|b3410451a|15105975
p1023053a|33052016465066|M, king's bodyguard|09-25-2022|i2416040a|0.00|4|||0|b1977847a|15212357
p1023144a|33052012204097|Yoga for women|09-20-2022|i1965202a|0.00|4|||0|b1503124a|15195132
p1023144a|33052012863108|The exercise ball bible : over 200 exercises to help you lose weight and improve your fitness, strength, flexibility, and posture|09-20-2022|i2050459a|0.00|4|||0|b1548766a|15195133
p1023144a|33052014064135|Foam rolling : 50 exercises for massage, injury prevention, and core strength|09-20-2022|i2158109a|0.00|4|||0|b1681782a|15195129
p1023144a|33052015449707|Fit and flexible : work out anywhere, anytime in 10 minutes a day|09-20-2022|i2322867a|0.00|4|||0|b1860343a|15195131
p1023144a|33052015819081|Three Junes|09-20-2022|i2377420a|0.00|4|||0|b1886859a|15195128
p1023144a|33052016140065|Yoga : 7 minutes a day, 7 days a week : a gentle daily practice for strength, clarity, and calm|09-20-2022|i2387037a|0.00|4||1|0|b1931451a|15195130
p1023494a|33052015522107|Nameless city. Vol. 2, The stone heart|09-02-2022|i2344282a|22.09|53||1|2|b1788488a|14910649
p1023494a|33052016399307|The maze runner|09-06-2022|i2430080a|22.09|53||5|0|b1460046a|15144631
p1023962a|33052014577300|Next year in Havana|09-16-2022|i2283382a|17.70|4||1|1|b1814642a|15114669
p1023962a|33052015438833|Frommer's Costa Rica.|09-16-2022|i2319544a|17.70|4|1||6|b1100962a|14718469
p1024840a|33052014791364|Dragons and mythical creatures|09-22-2022|i2213555a|27.74|53|||0|b1737317a|15202996
p1024840a|33052015538160|The hidden kingdom : the graphic novel|09-22-2022|i2349742a|27.74|53||1|0|b1904594a|15203004
p1024840a|33052015707260|Into the Nightfell Wood|09-22-2022|i2290914a|27.74|53|||0|b1823301a|15202993
p1024840a|33052016299309|Legends of the clans|09-22-2022|i2418105a|27.74|53|||0|b1987283a|15203009
p1024840a|33052016299960|How to raise & keep a dragon|09-22-2022|i2137494a|27.74|53|||0|b1621997a|15203000
p1027001a|33052011043496|Jane Eyre [DVD]|09-25-2022|i1968647a|0.00|3|||0|b1503790a|15258879
p1027001a|33052011166495|The Giver [DVD]|09-17-2022|i2130662a|0.00|3|||0|b1635524a|15232661
p1027001a|33052011343169|Emma [DVD]|09-25-2022|i2371712a|0.00|3|||0|b1932886a|15258881
p1027001a|33052011368349|Dune [DVD]|09-14-2022|i2434746a|0.00|18||3|0|b2002553a|15222028
p1027001a|33052011373356|Licorice pizza [DVD]|09-14-2022|i2447162a|0.00|18||1|0|b2014646a|15222029
p1027399a|33052016734602|Book lovers|09-23-2022|i2451756a|0.00|4||34|0|b1999863a|15206726
p1027932a|R04148416829denv|Baked to perfection : delicious gluten-free recipes with a pinch of science / Katarina Cermelj.|09-16-2022|i240838a|0.00|22|||2|b240838a|15110387
p1028213a|33052010588046|Henry and Mudge in the sparkle days : the fifth book of their adventures|09-12-2022|i1897497a|34.85|53|||0|b1475910a|15170232
p1028213a|33052015764600|I want to sleep under the stars!|09-12-2022|i2387259a|34.85|53|||0|b1946107a|15170233
p1028213a|33052016829758|Jamie Lee's birthday treat|09-12-2022|i2440834a|34.85|53|||0|b2008881a|15170230
p1028213a|33052018017972|Pedro goes to Mars|09-12-2022|i2456015a|34.85|53|||0|b1950185a|15170231
p1028624a|33052097509592|Gentle Ben|09-25-2022|i1665248a|0.00|53|||6|b1397786a|14972534
p1030354a|33052014527578|A sea of glass : searching for the Blaschkas' fragile legacy in an ocean at risk|09-23-2022|i2233781a|0.00|25|||0|b1776677a|15046219
p1030498a|33052016771638|Reckoning : an FBI thriller|09-25-2022|i2458310a|0.00|18||10|0|b2012092a|15258582
p1030646a|33052016528160|The Midnight Library|09-24-2022|i2395106a|0.00|4||14|0|b1935584a|15209771
p1030727a|33052016734776|The palace papers : inside the House of Windsor--the truth and the turmoil|09-24-2022|i2451736a|0.00|4||13|0|b2009380a|15209465
p1030727a|33052016742514|Vacationland [large print] : a novel / Meg Mitchell Moore.|09-24-2022|i2453889a|0.00|4||4|0|b2014998a|15209467
p1030727a|33052016802664|Magpie|09-24-2022|i2446702a|0.00|4||2|0|b2005468a|15209466
p1032167a|33052013189628|The lesson [large print]|09-16-2022|i2055034a|0.00|4|||0|b1552918a|15182271
p1032167a|33052014038055|Meek and mild [large print]|09-16-2022|i2143577a|0.00|4|||0|b1668999a|15182272
p1032506a|33052016833958|The clever carp|09-06-2022|i2450783a|35.48|53||1|0|b2017029a|15141700
p1032891a|33052015112602|My grandmother's hands : racialized trauma and the pathway to mending our hearts and bodies|09-25-2022|i2278091a|0.00|4||1|2|b1810053a|15179095
p1033124a|33052016790109|Dream town|09-10-2022|i2444254a|0.00|18||4|0|b1999871a|15207799
p1033505a|312770159780569arrp|Designing your life  : how to build a well-lived, joyful life / Bill Burnett & Dave Evans.|09-19-2022|i2363017a|0.00|22|||2|b2363017a|15118773
p1033505a|313930183294439arap|Nature's treasures / written by Ben Hoare ; illustrated by Kaley McKean.|09-19-2022|i4703824a|0.00|22|||2|b4703824a|15118762
p1033541a|33052012140937|The life of the automobile : the complete history of the motor car|09-25-2022|i2098233a|0.00|4|||0|b1610727a|15211616
p1033541a|33052014432357|Denver's Lakeside Amusement Park : from the white city beautiful to a century of fun|09-25-2022|i2204993a|0.00|4|||0|b1736636a|15211617
p1034038a|33052091623647|Pigs aplenty, pigs galore!|09-12-2022|i1059805a|0.00|53|||6|b1038210a|14779661
p1034127a|33052010814004|The complete guide to building classic barns, fences, storage sheds, animal pens, outbuildings, greenhouses, farm equipment, & tools : a step-by-step guide to building everything you might need on a small farm : with companion CD-ROM.|09-25-2022|i1986439a|0.00|4|||0|b1518520a|15212619
p1034127a|33052010871012|The mists of Avalon. Book 3 [sound recording] : the king stag|09-25-2022|i1922823a|0.00|4|1||0|b1484305a|15212622
p1034127a|33052010871962|The mists of Avalon. Book 2 [sound recording] : the high queen|09-25-2022|i1923675a|0.00|4|1||0|b1484306a|15212626
p1034127a|33052010871970|The mists of Avalon. Book 4 [sound recording] : the prisoner in the oak|09-25-2022|i1923676a|0.00|4|1||0|b1484303a|15212621
p1034127a|33052012505683|Maximizing your mini farm : self-sufficiency on 1/4 acre|09-25-2022|i2002436a|0.00|4|||0|b1524877a|15212618
p1034127a|33052012683399|The profitable hobby farm : how to build a sustainable local foods business|09-25-2022|i1979344a|0.00|4|||0|b1510093a|15212611
p1034127a|33052013054905|Medieval mysteries [sound recording] : the history behind the myths of the Middle Ages|09-25-2022|i2091884a|0.00|4|||0|b1611702a|15212624
p1034127a|33052013523362|The rooftop growing guide : how to transform your roof into a vegetable garden or farm|09-25-2022|i2189199a|0.00|4|||0|b1707936a|15212617
p1034127a|33052014189304|King Arthur : history and legend|09-25-2022|i2173662a|0.00|4|||0|b1697142a|15212623
p1034127a|33052014581435|Honey farm dreaming : a memoir about sustainability, small farming and the not-so simple life|09-25-2022|i2293848a|0.00|4|||0|b1828381a|15212616
p1034127a|33052015940739|The Celtic world [sound recording]|09-25-2022|i2410257a|0.00|4|||0|b1978421a|15212625
p1034127a|33052016120687|The growing season : how I built a new life -- and saved an American farm|09-25-2022|i2381753a|0.00|4|||0|b1928294a|15212615
p1034127a|33052016162929|Whole farm management : from start-up to sustainability|09-25-2022|i2358923a|0.00|4|||0|b1918837a|15212620
p1034127a|33052016430375|Funny farm : my unexpected life with 600 rescue animals|09-25-2022|i2437837a|0.00|4||2|0|b1984174a|15212612
p1034127a|33052016754469|Daffodil Hill : uprooting my life, buying a farm, and learning to bloom|09-25-2022|i2457067a|0.00|4|||0|b2018350a|15212613
p1034236a|33052012719847|The acid reflux solution : a cookbook and lifestyle guide for healing heartburn naturally|09-24-2022|i1992731a|0.00|4|||0|b1519026a|15210276
p1034236a|33052015054895|The acid watcher diet : a 28-day reflux prevention program|09-24-2022|i2235388a|0.00|4|||0|b1769478a|15210277
p1035528a|33052016881353|The universal Christ : how a forgotten reality can change everything we see, hope for, and believe|09-20-2022|i2340544a|0.00|4||1|0|b1896200a|15196298
p1035528a|33052016921183|The hidden child : a novel|09-20-2022|i2426010a|0.00|4|||0|b1992868a|15196297
p1036360a|33052014747937|In the orchard|09-24-2022|i2323096a|0.00|53|||0|b1882112a|15208830
p1036360a|33052015981865|Jericho's road [large print] ; and Hard trail to follow [large print]|09-24-2022|i2306062a|0.00|4|||0|b1844955a|15208840
p1036360a|33052098496989|Joe Pepper  [large print]|09-24-2022|i1750644a|0.00|4|||0|b1406671a|15208839
p1036684a|33052014376521|Nine dragons : a novel|09-23-2022|i2426844a|0.00|45|||0|b1974434a|15084744
p1038150a|33052014794483|Barkskins [sound recording] : [a novel]|09-25-2022|i2214605a|0.00|4|||1|b1749500a|15106676
p1038150a|33052016675458|The Bullied brain [sound recording] : heal your scars and restore your health|09-25-2022|i2448863a|0.00|4|||1|b2012257a|15106691
p1038505a|33052016578793|Imagine it! : a handbook for a happier planet|09-22-2022|i2408253a|0.00|4|||2|b1974699a|15085019
p1038506a|33052016135404|True believer|09-04-2022|i2386405a|15.39|4|||1|b1945638a|15125724
p1040220a|33052013355187|Classical stretch. Season 10, Strength & flexibility|09-24-2022|i2141481a|0.00|11|||6|b1672538a|14814245
p1040249a|33052015423462|Collected short stories and novellas|09-20-2022|i2304874a|0.00|4|||0|b1838112a|15196810
p1040249a|33052016876155|Barron's SAT.|09-20-2022|i2340366a|0.00|4|||0|b1430342a|15196812
p1040249a|33052018022097|Bon appetit.|09-20-2022|i2458970a|0.00|4|||0|b1143434a|15196811
p1040315a|33052011365667|Respect [DVD]|09-22-2022|i2428137a|0.00|18|||0|b1997050a|15248161
p1040315a|33052012653087|Trickster's point : a novel|09-24-2022|i2017828a|0.00|4||1|1|b1529175a|15136149
p1040553a|313930291321909arap|Star trek, the next generation. Season 1 [dvd] / Paramount Pictures ; created by Gene Roddenberry.|09-19-2022|i4029805a|0.00|21|||0|b4029805a|15239453
p1040821a|33052016989867|Consumer reports (magazine)|09-21-2022|i2434638a|0.00|4|||6|b1087121a|15017507
p1041533a|33052015057724|Cooking with coconut : 125 recipes for healthy eating, delicious uses for every form|09-19-2022|i2235702a|0.00|4||1|3|b1777850a|14931541
p1041533a|33052018012189|The sweet remnants of summer [sound recording]|09-21-2022|i2455829a|0.00|4||2|0|b2020962a|15199947
