patron_no|item_barcode|title|due_date|item_no|money_owed|loan_rule|item_holds|bib_holds|renewals|bib_no|checkout_id
p1002444a|U1850013075289uncp|The girl with the silver eyes / by Willo Davis Roberts.|09-13-2022|i1258577a|0.00|22|||2|b1258577a|15112722
p1002771a|33052016418198|Atlas of the heart : mapping meaningful connection and the language of human experience|08-31-2022|i2435318a|0.00|18||7|0|b1987210a|15174473
p1002984a|33052014346755|Breath : the new science of a lost art|09-11-2022|i2374433a|0.00|4|||1|b1931378a|15100092
p1002984a|33052014630364|Creative together : sparking innovation in the new world of work|09-11-2022|i2449540a|0.00|4|||1|b2013538a|15100091
p1002984a|33052016615926|Rhythms of renewal : trading stress and anxiety for a life of peace and purpose|09-11-2022|i2351796a|0.00|4|||1|b1904650a|15100090
p1003378a|R04062621599denv|The resilient investor : a plan for your life, not just your money / Hal Brill, Michael Kramer, Christopher Peck ; with Jim Cummings.|09-16-2022|i241741a|0.00|22|||0|b241741a|15183584
p1003648a|399480010969789mgrp|The satanic verses : a novel / Salman Rushdie.|09-16-2022|i3211112a|0.00|22|||0|b3211112a|15182801
p1003987a|33052016957187|Autoboyography|09-13-2022|i2419276a|0.00|53|||4|b1800704a|14900781
p1004726a|33052016753578|Bloomsbury girls|09-14-2022|i2456959a|0.00|4||2|0|b2008911a|15175559
p1005033a|33052012513000|Black & white (and a bit in between) : timeless interiors, dramatic accents, and stylish collections|09-16-2022|i2004788a|0.00|4|||0|b1524820a|15181186
p1005145a|33052015071592|The poisonwood Bible|09-11-2022|i2237674a|0.00|4||1|0|b1119505a|15165774
p1005147a|313930340093759arap|Lead yourself first : inspiring leadership through solitude / with a foreword by Jim Collins ; Raymond M. Kethledge and Michael S. Erwin.|09-04-2022|i4082037a|0.00|22|||0|b4082037a|15140099
p1005147a|R04031443449denv|The art of coaching : effective strategies for school transformation / Elena Aguilar|09-11-2022|i241466a|0.00|22|||0|b241466a|15166225
p1005384a|33052015434030|Look alive twenty-five|09-16-2022|i2317559a|0.00|4|||2|b1836320a|15032756
p1005708a|33052012701464|A letter of Mary : a Mary Russell novel|09-17-2022|i1986963a|0.00|4|||0|b1418471a|15186213
p1005708a|33052012778066|Murder in G major|09-17-2022|i2226197a|0.00|4|||0|b1763207a|15186212
p1005745a|33052013750759|Everyone poops|09-17-2022|i2098302a|0.00|53|||0|b1476219a|15184961
p1005765a|33052016426266|Steal|09-13-2022|i2436550a|0.00|18|||0|b1995745a|15215351
p1005912a|33052016874945|Cross my heart|09-12-2022|i2338252a|0.00|4|||1|b1878530a|15099559
p1006302a|33052011369982|All creatures great & small. Season 2 [DVD]|09-17-2022|i2437776a|0.00|11||7|0|b1999538a|15186328
p1006327a|33052016778112|French braid|09-10-2022|i2441135a|0.00|4||4|0|b1997879a|15162065
p1006956a|111001199438796150|The birchbark house / by Louise Erdrich with illustrations by the author.|09-12-2022|i13968415a|0.00|22|||1|b13968415a|15127081
p1006956a|33052011358662|The courier [DVD]|09-14-2022|i2410738a|0.00|3|||0|b1979686a|15222026
p1007956a|33052014526661|Bead-making lab : 52 explorations for crafting beads from polymer clay, plastic, paper, stone, wood, fiber, and wire|09-12-2022|i2231549a|0.00|25|||0|b1769825a|15070165
p1008206a|313930406742389arap|The watchmakers : a story of brotherhood, survival, and hope amid the Holocaust / Harry Lenga & Scott Lenga.|09-15-2022|i4788435a|0.00|22|||0|b4788435a|15177948
p1008206a|33052015115837|The wife between us|09-15-2022|i2278941a|0.00|4|||0|b1809895a|15177949
p1008206a|33052016417885|The last house on the street|09-15-2022|i2434600a|0.00|4|||0|b1997266a|15177950
p1008206a|50103141279jcpp|The guilty couple / C.L. Taylor.|09-15-2022|i7050028a|0.00|22|||0|b7050028a|15177951
p1008836a|33052011106236|The grapes of wrath [DVD]|09-15-2022|i2058410a|0.00|3|||0|b1325399a|15225740
p1008836a|33052011340827|A hidden life|09-15-2022|i2367217a|0.00|3|||0|b1930593a|15225741
p1008920a|33052016808364|The summer place : a novel|09-10-2022|i2447502a|0.00|4||13|0|b2005481a|15162629
p1008944a|33052015546817|The Fowl twins|09-06-2022|i2352337a|0.00|53|||6|b1904447a|14731582
p1008944a|33052015778725|The Silver Arrow|09-06-2022|i2382935a|0.00|53|||6|b1938774a|14731583
p1009000a|33052013215399|Paris [sound recording]|09-16-2022|i2056471a|0.00|4|||3|b1552625a|14969291
p1009000a|33052015006887|The truth about animals : stoned sloths, lovelorn hippos, and other tales from the wild side of wildlife|09-17-2022|i2291077a|0.00|4||1|0|b1818985a|15186214
p1009611a|33052010278374|The perennial care manual : a plant-by-plant guide, what to do & when to do it|09-13-2022|i1864738a|0.00|4|||3|b1459773a|14965330
p1009611a|33052010423434|The well-designed mixed garden : building beds and borders with trees, shrubs, perennials, annuals, and bulbs|09-13-2022|i1879093a|0.00|4|||5|b1288712a|14780839
p1009611a|33052012030674|Native plants for high-elevation Western gardens|09-13-2022|i1940608a|0.00|4|||3|b1486466a|14965334
p1009611a|33052012409779|The complete book of bone health|09-13-2022|i1973550a|0.00|4|||1|b1497904a|15098024
p1009611a|33052012595411|Succulents simplified : growing, designing, and crafting with 100 easy-care varieties|09-13-2022|i2060601a|0.00|4|||3|b1554818a|14965332
p1009611a|33052013496213|Plants with style : a plantsman's choices for a vibrant, 21st-century garden|09-13-2022|i2182598a|0.00|4|||1|b1696570a|15098026
p1009611a|33052014921557|Grow native : bringing natural beauty to your garden|09-13-2022|i2251259a|0.00|4|||1|b1781882a|15098023
p1009611a|33052015075403|The well-tended perennial garden : the essential guide to planting and pruning techniques|09-13-2022|i2240361a|0.00|4|||5|b1781917a|14802938
p1009611a|33052015076583|Rock gardening : reimagining a classic style|09-13-2022|i2240341a|0.00|4|||1|b1769879a|15098025
p1009611a|33052016201222|How not to diet : the groundbreaking science of healthy, permanent weight loss|09-13-2022|i2363710a|0.00|4|||2|b1909225a|15017159
p1009611a|33052016241723|The gardener's guide to succulents : a handbook of over 125 exquisite varieties of succulents and cacti|09-13-2022|i2371306a|0.00|4|||3|b1928935a|14965333
p1009611a|33052097954004|Kiplinger's personal finance.|09-13-2022|i2427182a|0.00|4|||6|b1242128a|14718689
p1009611a|33052097956868|Kiplinger's personal finance.|09-13-2022|i2438160a|0.00|4|||3|b1242128a|14965331
p1009611a|33052097957528|Kiplinger's personal finance.|09-13-2022|i2441501a|0.00|4|||5|b1242128a|14780837
p1009611a|33052098280078|Kiplinger's personal finance.|09-13-2022|i2444724a|0.00|4|||5|b1242128a|14802937
p1009688a|33052012184075|The bluebird effect : uncommon bonds with common birds|09-15-2022|i2052326a|0.00|4|||6|b1548104a|14770902
p1009688a|33052014759551|Angelina and the flower garden|09-15-2022|i2204903a|0.00|53|||2|b1747370a|15035239
p1009688a|33052016315865|Angelina Ballerina and the art fair|09-16-2022|i2422082a|0.00|53|||1|b1986832a|15114849
p1009898a|33052013314788|¿Como comen los dinosaurios?|09-13-2022|i2079156a|0.00|53|||0|b1596566a|15173581
p1009898a|33052015269378|Superman and the invasion of Earth : a solar system adventure|09-13-2022|i2331607a|0.00|53|||0|b1889412a|15173578
p1009898a|33052015516083|Little Smokey|09-13-2022|i2342014a|0.00|53|||0|b1896908a|15173576
p1009898a|33052015657432|The tyrannosaurus game|09-13-2022|i2287953a|0.00|53|||0|b1815850a|15173580
p1009898a|33052094725340|El hueso prodigioso|09-13-2022|i2457744a|0.00|53|||0|b2023098a|15173577
p1009898a|33052097152237|Scholastic's The magic school bus kicks up a storm : a book about weather|09-13-2022|i1640583a|0.00|53|||0|b1214854a|15173579
p1010115a|33052011201458|Outlander. Season 1, volume 2 [DVD]|09-12-2022|i2172702a|0.00|11|||0|b1694552a|15169071
p1010115a|33052013128618|Written in my own heart's blood [sound recording] : [a novel]|08-30-2022|i2111111a|0.00|4|||0|b1612748a|15126444
p1010253a|33052016444566|Bamboozled by Jesus : how God tricked me into the life of my dreams|09-15-2022|i2410442a|0.00|4|||0|b1974236a|15179560
p1010450a|33052099786503|Relentless [sound recording] : [a novel]|08-22-2022|i1834754a|107.97|4|||0|b1450560a|15098906
p1010616a|33052016807051|Back to the prairie : a home remade, a life rediscovered|09-03-2022|i2448066a|0.00|4||1|0|b2006018a|15138107
p1010897a|33052015455274|Where the crawdads sing|09-08-2022|i2323786a|0.00|4||12|0|b1836348a|15153800
p1010923a|33052016465728|Finding the Mother Tree [large print] : discovering the wisdom of the forest|09-14-2022|i2415968a|0.00|4||2|0|b1977899a|15174188
p1011001a|33052011359009|The lovebirds [DVD]|08-27-2022|i2412220a|68.73|18|||0|b1980387a|15163393
p1011001a|33052011361765|In the Heights [DVD]|08-27-2022|i2419951a|68.73|18||1|0|b1990016a|15163395
p1011062a|33052014580940|Along came a spider|09-13-2022|i2293064a|0.00|4||3|0|b1314877a|15171840
p1011096a|33052016733893|The Hotel Nantucket : a novel / Elin Hilderbrand.|09-11-2022|i2453043a|0.00|4||47|0|b2007795a|15164319
p1011620a|33052012157170|Salt, sugar, fat : how the food giants hooked us|09-17-2022|i2043707a|0.00|4|||2|b1542750a|15052021
p1011620a|33052013493939|The book of she : your heroine's journey into the heart of feminine power|09-17-2022|i2181530a|0.00|4||1|2|b1700772a|15052022
p1011620a|33052016161137|Breaking up with sugar : a plan to divorce the diets, drop the pounds, and live your best life|09-17-2022|i2358007a|0.00|4|||2|b1909625a|15052020
p1011759a|33052011374990|Traces. Series 2 [DVD]|09-15-2022|i2450383a|0.00|11||3|0|b2017595a|15179165
p1011780a|33052016754212|The 6:20 man [large print]|09-15-2022|i2457387a|0.00|4||22|0|b2017759a|15178528
p1011780a|33052016768873|Horse|09-15-2022|i2458048a|0.00|4||70|0|b2007794a|15178529
p1011971a|313930391907179arap|Good enough : 40ish devotionals for a life of imperfection / Kate Bowler and Jessica Richie.|09-12-2022|i4751381a|0.00|22|||0|b4751381a|15167923
p1011971a|33052011326081|The biggest little farm|09-12-2022|i2343212a|0.00|3|||2|b1900105a|15167922
p1012126a|33052099015259|High and dry : gardening with cold-hardy dryland plants|09-11-2022|i1729977a|0.00|4|||0|b1428366a|15164051
p1013736a|33052015902523|The capsule wardrobe : 1,000 outfits from 30 pieces|09-17-2022|i2249102a|0.00|4|||0|b1785651a|15185589
p1013736a|33052016274294|Harper's bazaar.|09-17-2022|i2407542a|0.00|4|||0|b1143724a|15185588
p1013736a|33052016990089|Vogue.|09-17-2022|i2434975a|0.00|4|||0|b1144794a|15185587
p1014603a|33052011373166|The Indian doctor. Season two [DVD]|09-16-2022|i2447473a|0.00|11|||0|b1994704a|15181945
p1015330a|33052013858156|The astronomy bible : the definitive guide to the night sky and the universe|09-02-2022|i2143528a|0.00|4|||2|b1669948a|14990294
p1015330a|33052014405023|Stand by me : the forgotten history of gay liberation|09-02-2022|i2197083a|0.00|4|||2|b1726626a|14990293
p1015330a|33052016134738|The neuroscience of emotion : a new synthesis|09-02-2022|i2385893a|0.00|4|||2|b1893455a|14990295
p1015330a|33052016965271|Behave : the biology of humans at our best and worst|09-02-2022|i2417478a|0.00|4|||2|b1783919a|14990292
p1015371a|33052016779177|Dark stars : new tales of darkest horror|09-15-2022|i2440935a|0.00|4|||6|b1994378a|14783315
p1015453a|33052011237817|The big bang theory. The complete ninth season|09-14-2022|i2219550a|0.00|11|||1|b1760334a|15121200
p1015453a|33052011305242|The big bang theory. The complete eleventh season|09-14-2022|i2314888a|0.00|11|||1|b1845784a|15075863
p1015453a|33052011333053|Big bang theory. The twelfth and final season [DVD]|09-14-2022|i2356097a|0.00|11|||1|b1905979a|15075861
p1015508a|33052012110484|Extras|09-06-2022|i2090613a|0.00|53|||0|b1410038a|15149323
p1015508a|33052016436877|Lucky girl|09-06-2022|i2409118a|0.00|53|||0|b1972470a|15149321
p1015508a|33052016436885|Last Chance books|09-06-2022|i2409117a|0.00|53|||0|b1972468a|15149322
p1015508a|33052016783690|Always Jane|09-06-2022|i2441618a|0.00|53|||0|b2004382a|15149324
p1015508a|33052016805527|How to be the best third wheel|09-06-2022|i2446713a|0.00|53|||0|b2008730a|15149320
p1016436a|33052013560778|Gold fame citrus|09-14-2022|i2170759a|0.00|4|||0|b1690932a|15176912
p1016641a|33052098124136|American painters on technique : 1860-1945|09-11-2022|i2190374a|0.00|4|||0|b1707441a|15166169
p1016723a|33052015579966|My mastodon|09-16-2022|i2364418a|0.00|53|||0|b1921751a|15181949
p1017320a|33052014948832|Less : a novel|09-17-2022|i2257703a|0.00|4||4|0|b1790550a|15184591
p1017395a|22109103339jcpp|This is happening [sound recording] / LCD Soundsystem.|09-11-2022|i4085169a|0.00|21|||0|b4085169a|15210752
p1017395a|22139717959jcpp|\"American dream\" / LCD Soundsystem.|09-11-2022|i5704082a|0.00|21|||0|b5704082a|15210751
p1017626a|33052016410401|Shadow of Spain|09-15-2022|i2432514a|0.00|4|||0|b1992902a|15179459
p1017717a|33052016131585|The warmth of other suns : the epic story of America's great migration|09-01-2022|i2385679a|0.00|4|||0|b1478182a|15134297
p1017977a|33052015813910|Escape from the roller ghoster|09-14-2022|i2406417a|0.00|25|||0|b1972881a|15089240
p1017993a|33052016779961|One Italian summer : a novel|09-16-2022|i2441602a|0.00|18||19|0|b2002379a|15226802
p1019778a|33052010389619|Galileo's dream|09-01-2022|i1875198a|0.00|4|||0|b1460705a|15131970
p1019778a|33052014944963|The third Nero|09-07-2022|i2257209a|0.00|4|||0|b1790578a|15153032
p1020414a|33052012112423|The perfect score project : uncovering the secrets of the SAT|09-12-2022|i2090907a|0.00|4|||3|b1610461a|14962817
p1021105a|33052016724553|That noodle life : soulful, savory, spicy, slurpy|09-15-2022|i2449803a|0.00|4||2|0|b2013342a|15177470
p1022027a|33052012245389|Up, up, and away : a book about adverbs|09-08-2022|i1943988a|0.00|53||3|0|b1493666a|15154828
p1022610a|33052016471759|Godspeed : a novel|09-13-2022|i2416357a|0.00|4|||7|b1979701a|14718637
p1022610a|U1850132047109uncp|Citizens uniting to restore our democracy / Daniel Kemmis.|09-13-2022|i3410451a|0.00|22|||1|b3410451a|15105975
p1022892a|33052016506422|My TV for seniors|09-16-2022|i2392772a|0.00|25|||0|b1951415a|15072737
p1023490a|33052016468110|Rachel to the rescue|08-20-2022|i2415775a|39.96|4|||0|b1979536a|15092785
p1023490a|33052016788400|Super host : a novel|08-20-2022|i2443420a|39.96|4||1|0|b1929048a|15092786
p1023494a|33052015522107|Nameless city. Vol. 2, The stone heart|09-02-2022|i2344282a|0.00|53|1||2|b1788488a|14910649
p1023494a|33052016399307|The maze runner|09-06-2022|i2430080a|0.00|53||7|0|b1460046a|15144631
p1023494a|33052016774293|Code name Verity|09-12-2022|i2439662a|0.00|53|||0|b1530221a|15166659
p1023962a|33052014470027|The night trilogy : Night ; Dawn ; Day / Elie Wiesel.|09-16-2022|i2217022a|17.70|4|||6|b1757386a|14718470
p1023962a|33052014577300|Next year in Havana|09-16-2022|i2283382a|17.70|4||2|1|b1814642a|15114669
p1023962a|33052015438833|Frommer's Costa Rica.|09-16-2022|i2319544a|17.70|4|1||6|b1100962a|14718469
p1024895a|33052016799944|The Baxters : a prequel|09-17-2022|i2445677a|0.00|18|||0|b1999858a|15231150
p1026769a|330250416663539doug|The 24th [videorecording].|09-17-2022|i11449222a|0.00|22|||0|b11449222a|15185689
p1026769a|50087872439jcpp|Find Fergus / by Mike Boldt.|09-17-2022|i6742929a|0.00|22|||0|b6742929a|15185690
p1027001a|33052011166495|The Giver [DVD]|09-17-2022|i2130662a|0.00|3|||0|b1635524a|15232661
p1027001a|33052011185065|Schindler's list [DVD]|09-14-2022|i2152677a|0.00|3||1|0|b1679070a|15222027
p1027001a|33052011309590|The hate U give [DVD]|09-17-2022|i2320195a|0.00|3|||0|b1859575a|15232662
p1027001a|33052011315738|The bookshop|09-17-2022|i2325731a|0.00|3|||0|b1860306a|15232660
p1027001a|33052011317544|Free solo|09-14-2022|i2327977a|0.00|3|||0|b1885661a|15222031
p1027001a|33052011332717|Once upon a time... in Hollywood|09-14-2022|i2355559a|0.00|3|||0|b1909034a|15222030
p1027001a|33052011368349|Dune [DVD]|09-14-2022|i2434746a|0.00|18||3|0|b2002553a|15222028
p1027001a|33052011373356|Licorice pizza [DVD]|09-14-2022|i2447162a|0.00|18||1|0|b2014646a|15222029
p1027399a|33052014632964|The floating girls : a novel / Lo Patrick.|09-17-2022|i2452998a|0.00|4||1|0|b2017520a|15186587
p1027932a|12400520462179mssp|The power of the powerless / Václav Havel ; translated from the Czech by Paul Wilson ; with an introduction by Timothy Snyder.|09-03-2022|i13521005a|0.00|22|||2|b13521005a|15071107
p1027932a|33052013386331|The teenage brain : a neuroscientist's survival guide to raising adolescents and young adults|09-16-2022|i2145429a|0.00|4|||4|b1637632a|14877871
p1027932a|33052015216650|The bridge home|09-16-2022|i2322284a|0.00|53|||1|b1860093a|15096384
p1027932a|334550275244849hpld|The cloud of unknowing : with the book of privy counsel / a new translation by Carmen Acevedo Butcher.|09-16-2022|i3012673a|0.00|22|||2|b3012673a|15110388
p1027932a|R04148416829denv|Baked to perfection : delicious gluten-free recipes with a pinch of science / Katarina Cermelj.|09-16-2022|i240838a|0.00|22|||2|b240838a|15110387
p1028213a|33052010588046|Henry and Mudge in the sparkle days : the fifth book of their adventures|09-12-2022|i1897497a|34.85|53|||0|b1475910a|15170232
p1028213a|33052015764600|I want to sleep under the stars!|09-12-2022|i2387259a|34.85|53|||0|b1946107a|15170233
p1028213a|33052016829758|Jamie Lee's birthday treat|09-12-2022|i2440834a|34.85|53|||0|b2008881a|15170230
p1028213a|33052018017972|Pedro goes to Mars|09-12-2022|i2456015a|34.85|53|||0|b1950185a|15170231
p1028520a|33052016789887|The chase|09-15-2022|i2443438a|0.00|4|||0|b2008914a|15179792
p1030195a|33052016827661|Historical romance. Collection [DVD] : binge watch set.|09-17-2022|i2444036a|0.00|3|||0|b2011549a|15231642
p1030505a|10900094538879mmpp|Sandstorm / Christopher Rowe.|09-17-2022|i6467432a|0.00|22|||0|b6467432a|15184921
p1030714a|33052011007715|Between the lions. Animal stories! [DVD]|09-14-2022|i1931375a|0.00|50|||0|b1486516a|15218634
p1030714a|33052011145457|Bubble Guppies. Get ready for...school! [DVD]|09-14-2022|i2108206a|0.00|50|||0|b1621618a|15218630
p1030714a|33052011180405|Let's learn. S.T.E.M.|09-14-2022|i2144559a|0.00|50|||0|b1673912a|15218619
p1030714a|33052011188937|Let's learn. Kindness [DVD]|09-14-2022|i2158812a|0.00|50|||0|b1687256a|15218638
p1030714a|33052011193333|Paw Patrol. Meet Everest!|09-14-2022|i2165000a|0.00|50|||0|b1690668a|15218625
p1030714a|33052011211655|Peppa Pig. Muddy puddles|09-14-2022|i2184110a|0.00|50|||0|b1707735a|15218631
p1030714a|33052011226588|Strawberry Shortcake. Berry tales [DVD]|09-14-2022|i2204964a|0.00|50|||0|b1695054a|15218628
p1030714a|33052011239334|Let's learn. S.T.E.M., Vol. 2 [DVD]|09-14-2022|i2222073a|0.00|50|||0|b1762633a|15218618
p1030714a|33052011261973|Curious George. Egg hunting [DVD]|09-14-2022|i2253959a|0.00|50|||0|b1793268a|15218614
p1030714a|33052011337823|Frozen II|09-14-2022|i2363430a|0.00|50|||0|b1923078a|15218636
p1030714a|33052011338805|Paw patrol. Winter rescues [DVD]|09-14-2022|i2368010a|0.00|50|||0|b1637485a|15218621
p1030714a|33052011338870|Paw patrol. Jungle rescues|09-14-2022|i2365843a|0.00|50|||0|b1925525a|15218626
p1030714a|33052011339217|Paw Patrol. Mighty pups super paws [DVD]|09-14-2022|i2365373a|0.00|50||1|0|b1923658a|15218633
p1030714a|33052011350099|Paw patrol. Pups save Puplantis [DVD].|09-14-2022|i2393591a|0.00|50|||0|b1954566a|15218624
p1030714a|33052011350115|Paw patrol. Ultimate rescue|09-14-2022|i2392261a|0.00|50|||0|b1922531a|15218620
p1030714a|33052011350149|PAW patrol. Robo dog rescues!|09-14-2022|i2391944a|0.00|50|||0|b1955561a|15218623
p1030714a|33052011350263|PAW patrol. Summer rescues [videorecordings].|09-14-2022|i2393584a|0.00|50|||0|b1954565a|15218622
p1030714a|33052011358779|Paw patrol. Moto pups. [DVD]|09-14-2022|i2410720a|0.00|50||1|0|b1980069a|15218616
p1030714a|33052011358944|Nature's biggest beasts [DVD]|09-14-2022|i2410659a|0.00|50|||0|b1976147a|15218629
p1030714a|33052011366574|Blue's clues. Blue's biggest stories [DVD]|09-14-2022|i2431142a|0.00|50|||0|b1998988a|15218617
p1030714a|33052011375054|PAW Patrol. Rescue knights [DVD] / written by Andrew Guerdat, Michael Stokes, Louise Moon, Sean Jara, Clark Stubbs, Robin J. Stein ; directed by Charles E. Bastien.|09-14-2022|i2452030a|0.00|50||1|0|b2018449a|15218615
p1030714a|33052014264537|Inside out [DVD]|09-14-2022|i2174537a|0.00|50|||0|b1697455a|15218639
p1030714a|33052015861687|The pirate fairy [DVD]|09-14-2022|i2091252a|0.00|50|||0|b1611555a|15218632
p1030714a|33052015964416|Cobweb the cat : a collection of short stories|09-14-2022|i2299814a|0.00|2|||0|b1834551a|15218603
p1030714a|33052098758081|School house rock! Election collection [DVD]|09-14-2022|i1726297a|0.00|50|||0|b1424981a|15218635
p1030714a|33052098774195|Elmo's world. Springtime fun! [DVD]|09-14-2022|i1807453a|0.00|50|||0|b1336656a|15218637
p1030875a|33052013491982|Year of yes|09-17-2022|i2179382a|0.00|4|||3|b1698761a|14987881
p1030951a|33052016941041|Nothing gold can stay|09-17-2022|i2422862a|0.00|4|||0|b1990219a|15183966
p1031766a|33052011362631|Percy vs Goliath [DVD]|09-13-2022|i2420975a|0.00|3|||1|b1990476a|15193737
p1031766a|33052011365105|Stillwater [DVD]|09-13-2022|i2428214a|0.00|3||1|1|b1997061a|15193738
p1031766a|33052011373679|Dog [DVD]|09-08-2022|i2447139a|0.00|18|||0|b2014644a|15203564
p1031766a|33052011374503|American underdog [DVD]|09-08-2022|i2450452a|0.00|3|||1|b2011558a|15166537
p1031766a|33052014493284|Last seen leaving|09-11-2022|i2222886a|0.00|53|||2|b1759372a|14955385
p1031766a|33052098050406|Forgive me, Leonard Peacock : a novel|09-11-2022|i2069902a|0.00|53|||2|b1556393a|14955384
p1031859a|334550290996599hpld|Your brain's not broken : strategies for navigating your emotions and life with ADHD / Tamara Rosier, PhD.|09-14-2022|i3179344a|0.00|22|||2|b3179344a|15107314
p1032167a|33052013189628|The lesson [large print]|09-16-2022|i2055034a|0.00|4|||0|b1552918a|15182271
p1032167a|33052014038055|Meek and mild [large print]|09-16-2022|i2143577a|0.00|4|||0|b1668999a|15182272
p1032181a|33052014472072|A return to justice : rethinking our approach to juveniles in the system|09-12-2022|i2217564a|0.00|4|||1|b1757842a|15097199
p1032181a|33052015035332|The five people you meet in heaven|09-12-2022|i2299702a|0.00|4|||0|b1296313a|15167210
p1032506a|33052015198106|¿Puedo jugar yo también? : Un libro de Elefante y Cerdita|08-25-2022|i2313103a|35.48|53|||0|b1849977a|15107382
p1032506a|33052016833958|The clever carp|09-06-2022|i2450783a|35.48|53||1|0|b2017029a|15141700
p1032898a|33052016453328|Malibu rising : a novel|09-17-2022|i2413079a|0.00|4|||0|b1970970a|15187263
p1033124a|33052016790109|Dream town|09-10-2022|i2444254a|0.00|18||4|0|b1999871a|15207799
p1033440a|33052016779409|More Mediterranean : 225+ new plant-forward recipes ; endless inspiration for eating well|08-31-2022|i2441458a|0.00|4||1|0|b1994119a|15130509
p1033541a|33052099204531|The Imago sequence : and other stories|09-14-2022|i1738667a|0.00|4|||0|b1425709a|15176010
p1034038a|33052091623647|Pigs aplenty, pigs galore!|09-12-2022|i1059805a|0.00|53|||6|b1038210a|14779661
p1034127a|33052014603072|Permission to try : 11 things you need to hear when you're scared to change your life|09-07-2022|i2343119a|0.00|4|||0|b1898640a|15152971
p1034183a|33052016771133|Horse|08-30-2022|i2458373a|0.00|18||70|0|b2007794a|15171371
p1034575a|33052013415544|Blueprints|08-22-2022|i2156280a|185.48|4|||2|b1667757a|14944894
p1034575a|33052013571908|A banquet of consequences : a Lynley novel|08-22-2022|i2175289a|185.48|4|||2|b1688021a|14944896
p1034575a|33052014463857|How to party with an infant|08-22-2022|i2215873a|185.48|4|||2|b1742434a|14944892
p1034575a|33052015141726|I'll be your blue sky|08-22-2022|i2285597a|185.48|4|||2|b1815940a|14944891
p1034575a|33052016150742|A lesson in secrets|08-22-2022|i2355008a|185.48|4|||2|b1492498a|14944898
p1034575a|33052016881999|In the full light of the sun|08-22-2022|i2339496a|185.48|4|||2|b1891834a|14944895
p1034575a|33052098476940|Facets|08-22-2022|i1750387a|185.48|4|||2|b1394392a|14944893
p1034866a|33052014749347|The away game|08-30-2022|i2323015a|0.00|42|||0|b1882059a|15005832
p1035131a|33052012193274|The medium next door : the adventures of a real-life ghost whisperer|09-14-2022|i1962402a|0.00|25|||0|b1501104a|14925446
p1036549a|33052012524163|Hiking Colorado's front range|09-13-2022|i2007971a|0.00|4|||1|b1525554a|15105009
p1036549a|33052015449822|Fodor's Colorado.|09-13-2022|i2322417a|0.00|4|||1|b1065483a|15105010
p1036549a|33052016152292|Rick Steves' Italy.|09-13-2022|i2356537a|0.00|4|||1|b1082351a|15105008
p1036549a|33052016239404|Moon Colorado.|09-13-2022|i2372346a|0.00|4|||3|b1932677a|14978989
p1036549a|33052016773527|Lonely Planet Mexico.|09-13-2022|i2437941a|0.00|4|||1|b1764442a|15105011
