patron_no|item_barcode|title|due_date|item_no|money_owed|loan_rule|item_holds|bib_holds|renewals|bib_no|checkout_id
p1024034a|33052015761028|The plunder down under|09-19-2022|i2384421a|0.00|53|||0|b1938688a|15193520
p1026155a|33052011224294|Phoenix|09-19-2022|i2199211a|0.00|3|||0|b1713150a|15236779
p1026155a|33052011325109|Unplanned [DVD]|09-19-2022|i2342074a|0.00|3|||0|b1897638a|15236782
p1026155a|33052011357078|The little things [DVD]|09-19-2022|i2407994a|0.00|3||1|0|b1976966a|15236780
p1026464a|33052016444848|The Anthropocene reviewed : essays on a human-centered planet|09-19-2022|i2410425a|0.00|4|||1|b1974232a|15125579
p1026464a|33052098454145|Hot plastic|09-19-2022|i1754693a|0.00|4|||3|b1309524a|14988458
p1027834a|33052016725063|Book lovers|09-19-2022|i2450009a|0.00|18||43|0|b1999863a|15236933
p1027932a|33052015570759|When you trap a tiger|09-18-2022|i2361345a|0.00|53|||0|b1920182a|15188097
p1030777a|33052014286019|She's Not There : [a novel]|09-19-2022|i2188544a|0.00|4|||0|b1705612a|15191421
p1030777a|33052014884870|No man's land [sound recording]|09-19-2022|i2229603a|0.00|4|||0|b1759482a|15191419
p1031077a|33052012771483|Six women of Salem : the untold story of the accused and their accusers in the Salem Witch Trials|09-19-2022|i2242731a|0.00|4|||1|b1610743a|15124115
p1032251a|33052015706130|Lawn of doom|09-19-2022|i2290780a|0.00|53|||0|b1823329a|15190488
p1032343a|33052016397749|The Lincoln highway|09-19-2022|i2429513a|0.00|4||5|0|b1983125a|15190810
p1032898a|33052016405518|Wish you were here : a novel|09-18-2022|i2431803a|0.00|4||3|1|b1985725a|15122577
p1033505a|312770159780569arrp|Designing your life  : how to build a well-lived, joyful life / Bill Burnett & Dave Evans.|09-19-2022|i2363017a|0.00|22|||2|b2363017a|15118773
p1033505a|313930183294439arap|Nature's treasures / written by Ben Hoare ; illustrated by Kaley McKean.|09-19-2022|i4703824a|0.00|22|||2|b4703824a|15118762
p1033625a|33052016577811|The most beautiful girl in Cuba|09-19-2022|i2407766a|0.00|4||1|2|b1971347a|15073488
p1033625a|33052016747463|The good left undone : a novel|09-18-2022|i2455614a|0.00|4||6|0|b1999878a|15189384
p1034038a|33052015628003|The gods must be crazy [DVD]|09-18-2022|i2277025a|0.00|3|||0|b1809983a|15235360
p1035365a|33052014989935|Never say die|09-18-2022|i2268276a|0.00|53|||2|b1800752a|15040630
p1035365a|33052016241624|Nightshade|09-18-2022|i2371286a|0.00|53|||2|b1927520a|15040631
p1036447a|33052016773451|Life force : how new breakthroughs in precision medicine can transform the quality of your life & those you love|09-19-2022|i2439469a|0.00|4||1|0|b2005726a|15190723
p1036909a|33052018006074|Friendship according to Humphrey|09-19-2022|i2456148a|0.00|53||1|0|b1353845a|15192627
p1037768a|33052016729289|Sparring partners|09-19-2022|i2450589a|0.00|4||35|0|b2004955a|15191864
p1037777a|33052014688701|Emma on thin icing|09-19-2022|i2194220a|0.00|53|||0|b1516430a|15192043
p1037777a|33052015715727|Sunday sundaes|09-19-2022|i2293281a|0.00|53|||0|b1824180a|15192042
p1037777a|33052016749071|The latecomer|09-19-2022|i2455675a|0.00|18||29|0|b2009728a|15237890
p1038629a|33052098097787|Global catastrophic risks|09-19-2022|i1858575a|0.00|4|||0|b1458273a|15191687
p1038946a|33052015804943|Prodigal son [sound recording]|09-18-2022|i2401436a|0.00|4|||0|b1968414a|15188236
p1038946a|33052016775340|Malicious intent|09-18-2022|i2439832a|0.00|4|||0|b1997887a|15188237
p1039435a|33052015984711|Dunkirk [DVD]|09-19-2022|i2306589a|0.00|3|||0|b1845167a|15238094
p1039609a|33052016391668|Sleepless|09-19-2022|i2428713a|0.00|4|||0|b1987068a|15193886
p1039945a|33052013227592|The final cut [sound recording]|09-19-2022|i2067320a|0.00|4|||0|b1554543a|15191374
p1040553a|313930291321909arap|Star trek, the next generation. Season 1 [dvd] / Paramount Pictures ; created by Gene Roddenberry.|09-19-2022|i4029805a|0.00|21|||0|b4029805a|15239453
p1040553a|33052011072347|Dino Dan. Where the dinosaurs are [DVD]|09-18-2022|i2017004a|0.00|50|||2|b1533910a|15173732
p1040553a|33052011127919|The jungle book [DVD]|09-18-2022|i2083345a|0.00|50|||2|b1607426a|15173733
p1040553a|33052011230937|Kung Fu Panda 3|09-18-2022|i2209486a|0.00|50|||2|b1748671a|15173730
p1040553a|33052011235340|Dinosaur adventures [DVD]|09-18-2022|i2217307a|0.00|50|||2|b1759336a|15173731
p1041533a|33052013180957|Earth afire [sound recording]|09-19-2022|i2055442a|0.00|4|||1|b1547415a|15130142
p1041533a|33052013734613|Sweet tea revenge [sound recording]|09-19-2022|i2051008a|0.00|4|||2|b1546009a|15052448
p1041533a|33052015057724|Cooking with coconut : 125 recipes for healthy eating, delicious uses for every form|09-19-2022|i2235702a|0.00|4|||3|b1777850a|14931541
p1041533a|33052015089362|Add a Pinch cookbook : easier, faster, fresher Southern classics|09-19-2022|i2243924a|0.00|4|||3|b1778486a|14931544
p1041533a|33052015316633|Magpie murders [sound recording]|09-19-2022|i2266611a|0.00|4|||2|b1800445a|15052445
p1041533a|33052016147771|The stone wall|09-19-2022|i2384702a|0.00|4|||5|b1931277a|14806689
p1041533a|33052016158562|Ethiopia : recipes and traditions from the horn of Africa|09-19-2022|i2358269a|0.00|4|||5|b1910088a|14806693
p1041533a|33052016511802|Ultimate bento : healthy, delicious and affordable 85 mix-and-match bento-box recipes|09-19-2022|i2394488a|0.00|4|||5|b1947548a|14806694
p1041909a|33052012850899|California girl|09-18-2022|i2133876a|0.00|4|||4|b1662969a|14912020
p1041909a|33052016200919|Dolores Claiborne|09-18-2022|i2362829a|0.00|4|||2|b1849442a|15048239
p1042731a|33052016398481|A rush of wings|09-19-2022|i2430028a|0.00|53|||1|b1990742a|15124293
p1042731a|33052016456768|My contrary Mary|09-19-2022|i2413616a|0.00|53|||1|b1974057a|15124292
p1042793a|33052099694301|Away with the fairies : a Phryne Fisher mystery|09-18-2022|i1807018a|0.00|4|||0|b1327763a|15188172
p1043466a|33052016797443|A lovely life : savoring simple joys in every season|09-19-2022|i2446164a|0.00|42||2|0|b2005727a|15076970
p1044472a|33052014599700|Secrets from my Vietnamese kitchen : simple recipes from my many mothers|09-18-2022|i2333252a|0.00|4|||3|b1889829a|14977669
p1044472a|33052016499222|Dessert person : recipes and guidance for baking with confidence|09-18-2022|i2391386a|0.00|4|||3|b1949809a|14977668
p1044983a|U1810040269699uwyp|Environment and population : problems of adaptation : an experimental book integrating statements by 162 contributions / edited and integrated by John B. Calhoun|09-19-2022|i2051233a|0.00|22|||2|b2051233a|15119201
p1045278a|33052016798870|Murder on Madison Square|09-19-2022|i2445135a|0.00|4|||0|b1999898a|15193157
p1046356a|33052015321385|Sunset|09-19-2022|i2267972a|0.00|53|||4|b1381228a|14882436
p1046356a|33052015994686|The green ember|09-19-2022|i2182062a|0.00|53||1|0|b1673684a|15192295
p1046356a|33052016163364|The how not to die cookbook|09-19-2022|i2358728a|0.00|4|||2|b1830573a|15028097
p1046356a|33052016576201|Daring greatly : how the courage to be vulnerable transforms the way we live, love, parent, and lead|09-19-2022|i2408287a|0.00|4||1|0|b1532525a|15192296
p1046356a|33052016949259|How not to die : discover the foods scientifically proven to prevent and reverse disease|09-19-2022|i2421933a|0.00|4||1|2|b1700946a|15028096
p1046356a|33052097948162|Voice secrets : 100 performance strategies for the advanced singer|09-19-2022|i2303721a|0.00|4|||3|b1839171a|14974949
p1047495a|33052011347590|Bluebird [DVD] : an accidental landmark that changed music history|09-19-2022|i2384085a|0.00|3|||2|b1945389a|15158738
p1047964a|33052016552806|Summer of brave|09-19-2022|i2402969a|0.00|53|||0|b1968379a|15192751
p1048110a|33052011324649|Long Shot|09-18-2022|i2341082a|0.00|3|||1|b1897298a|15212488
p1048110a|33052015285168|Daniel Day-Lewis. Movie collection [DVD] : binge watch set.|09-18-2022|i2349557a|0.00|3|||1|b1904561a|15212490
p1048110a|33052015431234|Genius foods : become smarter, happier, and more productive while protecting your brain for life|09-18-2022|i2304688a|0.00|4|||1|b1823221a|15111176
p1048110a|33052016404701|Both/And : a life in many worlds|09-18-2022|i2431213a|0.00|4|||1|b1987169a|15111174
p1048110a|33052016446926|Interrupting chicken|09-18-2022|i2411308a|0.00|53|||1|b1480982a|15111173
p1048110a|33052016948376|The family Roe : an American story|09-18-2022|i2421792a|0.00|4||1|2|b1984429a|15039738
p1048254a|33052016656060|Loujain dreams of sunflowers|09-19-2022|i2439059a|0.00|53|||0|b2005416a|15191801
p1048256a|33052012526838|A Bali conspiracy most foul : Inspector Singh investigates|09-19-2022|i2008262a|0.00|25|||0|b1528633a|14862997
p1048256a|33052014595625|A frightfully English execution : Inspector Singh investigates|09-19-2022|i2323329a|0.00|25|||0|b1860244a|15104881
p1048273a|33052015523808|What Rose forgot|09-19-2022|i2344364a|0.00|4|||0|b1900442a|15191616
p1048374a|R04136309999denv|Eastern USA / Trisha Ping [and 24 others].|09-19-2022|i241871a|0.00|22|||0|b241871a|15191356
p1048519a|33052016107361|Twilight of democracy : the seductive lure of authoritarianism|09-18-2022|i2378433a|0.00|4|||1|b1931444a|15120436
p1048519a|33052016130835|Caste : the origins of our discontents|09-18-2022|i2385258a|0.00|4||2|2|b1927277a|15073485
p1048755a|33052016179253|Winter solstice|09-18-2022|i2366776a|0.00|4|||0|b1923826a|15187656
p1048940a|33052014635009|Formidable : American women and the fight for equality: 1920-2020|09-18-2022|i2457998a|0.00|4||3|0|b2021068a|15188384
p1048940a|33052016239537|Rick Steve's Scotland.|09-18-2022|i2374416a|0.00|4|||1|b1786182a|15116694
p1049177a|33052012553360|The buzzard table|09-19-2022|i2032746a|0.00|4|||0|b1536585a|15191172
p1049246a|33052016796015|Tasha : a son's memoir|09-18-2022|i2444836a|0.00|4||2|3|b2009790a|14986987
p1049246a|33052016841191|The guncle : a novel|09-18-2022|i2442664a|0.00|4||4|2|b1969678a|15049045
p1049406a|33052013515020|The sound of gravel : a memoir|09-19-2022|i2187483a|0.00|4|||0|b1700963a|15192376
p1049587a|33052013567781|The tsar of love and techno : stories|09-18-2022|i2175816a|0.00|4|||0|b1694937a|15189387
p1049678a|33052016600878|Dune messiah|09-18-2022|i2347286a|0.00|4||2|0|b1901828a|15188956
p1049736a|334550275404989hpld|Birds of the West : an artist's guide / Molly Hashimoto.|09-18-2022|i3018363a|0.00|22|||0|b3018363a|15189490
p1049736a|U1860208913589dupp|Foster / Claire Keegan.|09-18-2022|i1904944a|0.00|22|1||0|b1904944a|15189491
p1050238a|11528944559jcpp|Sunday morning quilts : 16 modern scrap projects : sort, store, and use every last bit of your treasured fabrics / Amanda Jean Nyberg and Cheryl Arkison.|09-19-2022|i4480640a|0.00|22|||0|b4480640a|15193294
p1050509a|33052016899827|Braiding sweetgrass|09-19-2022|i2380836a|0.00|4||30|0|b1802044a|15190774
p1050516a|33052011356203|Miss Scarlet & the Duke [DVD]|09-18-2022|i2404937a|0.00|11||1|3|b1969813a|14971271
p1050516a|33052015033105|The fifth agreement : a practical guide to self-mastery|09-18-2022|i2300213a|0.00|4|||4|b1459627a|14894138
p1050516a|33052016882310|Without fail|09-18-2022|i2339552a|0.00|4|||4|b1429232a|14894139
p1050516a|33052098114152|Stonehenge and megalithic cultures [videorecording]|09-19-2022|i1963017a|0.00|3|||0|b1503086a|15237079
p1050776a|33052015134796|The Paleo diet cookbook : more than 150 recipes for Paleo breakfasts, lunches, dinners, snacks, and beverages|09-18-2022|i2285232a|0.00|4|||2|b1815713a|15046091
p1050776a|33052016541577|5 ingredient semi-homemade meals by FlavCity : 50 easy & tasty recipes using the best ingredients from the grocery store|09-18-2022|i2400888a|0.00|4|||2|b1950948a|15046090
p1050854a|P1010123040939cubp|Mouse on the moon : a comedy in two acts / adapted by Christopher Sergel|09-19-2022|i3618905a|0.00|22|||2|b3618905a|15125702
p1050918a|33052016211726|Raising white kids : bringing up children in a racially unjust America|09-18-2022|i2376572a|0.00|4|||2|b1933469a|15055210
p1050965a|33052016739460|Succulents for beginners : a year-round growing guide for healthy and beautiful plants / Misa Matsuyama.|09-19-2022|i2454402a|0.00|4||1|0|b2016631a|15191222
p1051052a|33052012028413|Complete cat care : what every cat lover needs to know|09-19-2022|i1940946a|0.00|4|||2|b1476919a|15048696
p1051052a|33052013551025|The holistic cat : a complete guide to natural health care|09-19-2022|i2167272a|0.00|4|||2|b1680962a|15048698
p1051052a|33052016408686|The mystery of the sorrowful maiden|09-19-2022|i2432229a|0.00|4|||1|b1994402a|15094266
p1051052a|33052016797096|Keep the memories, lose the stuff : declutter, downsize, and move forward with your life|09-19-2022|i2445181a|0.00|4||1|0|b2007756a|15191085
p1051052a|33052016924682|Farewell blues|09-19-2022|i2427354a|0.00|4|||0|b1993831a|15191084
p1051052a|33052016925655|The tiny kitchen cookbook : strategies and recipes for creating amazing meals in small spaces|09-19-2022|i2426268a|0.00|4|||5|b1993301a|14838384
p1051052a|33052016944516|Strange sea creatures|09-19-2022|i2422681a|0.00|4|||6|b1990151a|14774729
p1051162a|10800059541689mmep|Brassed off! [dvd] / Miramax Films, and Channel Four Films present ; a Mark Herman film ; produced by Steve Abbott ; written & directed by Mark Herman a Steve Abbott/Mark Herman, Prominent Features production.|09-19-2022|i5492167a|0.00|21|||0|b5492167a|15237665
p1051162a|22129453459jcpp|Pirate radio [videorecording] / Focus Features presents in association with Studio Canal a Working Title production ; produced by Hilary Bevan Jones ... [et al. ] ; written and directed by Richard Curtis.|09-19-2022|i5194636a|0.00|21|||0|b5194636a|15237670
p1051162a|313930398093659arap|Death at a funeral / Screen Gems presents a Sidney Kimmel Entertainment/Wonderful Films, Parabolic Pictures/Stable Way Entertainment production ; produced by Chris Rock, Share Stallings and Laurence Malkin ; produced by Sidney Kimmel, William Horberg ; wr|09-19-2022|i4770497a|0.00|21|||0|b4770497a|15237667
p1051162a|332530115849996130|Bernard and Doris / HBO Films presents ; a Trigger Street Independent production ; in association with Little Bird and Chicagofilms ; written by Hugh Costello ; directed by Bob Balaban.|09-19-2022|i13406735a|0.00|21|||0|b13406735a|15237669
p1051263a|33052015035340|Medusa uploaded|09-19-2022|i2299726a|0.00|4|||2|b1833694a|15049348
p1051291a|33052011322205|Hotel Mumbai [DVD]|09-19-2022|i2337035a|0.00|3|||0|b1893726a|15238329
p1051291a|33052011326370|Rocketman|09-19-2022|i2343672a|0.00|3|||0|b1900211a|15238333
p1051291a|33052099063465|Cría cuervos [DVD]|09-19-2022|i1818405a|0.00|3|||0|b1444974a|15238330
p1051423a|33052016480685|The view was exhausting|09-18-2022|i2417910a|0.00|4|||0|b1984293a|15189335
p1051495a|33052014684353|Landscape painting in pastel : techniques and tips from a lifetime of painting|09-18-2022|i2193745a|0.00|4|1||0|b1713348a|15189957
p1051539a|33052011358688|The courier [DVD]|09-19-2022|i2410728a|0.00|3|||0|b1979686a|15236658
p1051584a|33052011344662|Legion : the complete [third and] final season|09-19-2022|i2376711a|0.00|11|||5|b1935516a|14817769
p1051584a|33052012029411|The Civil War, a narrative|09-19-2022|i1940678a|0.00|4|||5|b1132919a|14817764
p1051584a|33052012607588|The third kingdom|09-19-2022|i2064829a|0.00|4|||4|b1554393a|14894887
p1051584a|33052012652980|500 best quinoa recipes : 100% gluten free super-easy superfood|09-19-2022|i2017841a|0.00|4|||6|b1531072a|14766422
p1051584a|33052013482478|The English and their history|09-19-2022|i2176726a|0.00|4|||5|b1697360a|14817766
p1051584a|33052014446704|Every Frenchman has one|09-19-2022|i2209929a|0.00|4|||5|b1742748a|14817654
p1051584a|33052016410948|Carnival : [an original novel]|09-19-2022|i2432791a|0.00|4|||4|b1983855a|14894888
p1051584a|33052016440838|Road atlas: United States, Canada, and Mexico.|09-19-2022|i2411552a|0.00|4|||5|b1094097a|14836166
p1051584a|33052016939235|There is nothing for you here : finding opportunity in the 21st century|09-19-2022|i2423578a|0.00|4||2|3|b1983509a|14971828
p1051584a|33052096083797|God against the gods : the history of the war between monotheism and polytheism|09-19-2022|i1529921a|0.00|4|||5|b1314751a|14817770
p1051584a|33052098632278|Financial planning for the utterly confused|09-19-2022|i1769049a|0.00|4|||5|b1404918a|14817763
p1051749a|33052012214427|The most dangerous thing|09-18-2022|i1967943a|0.00|4|||0|b1499833a|15189914
p1051749a|33052014416681|The houseguest : a novel|09-18-2022|i2199800a|0.00|4|||0|b1736497a|15189916
