patron_no|item_barcode|title|due_date|item_no|money_owed|loan_rule|item_holds|bib_holds|renewals|bib_no|checkout_id
p1008259a|33052015831086|Good housekeeping.|09-17-2022|i2380855a|29.98|4|||4|b1209793a|14907529
p1008259a|33052016114995|4 year colleges.|09-17-2022|i2381066a|29.98|4|||4|b1294223a|14907540
p1008259a|33052016215321|Clique bait|09-17-2022|i2371963a|29.98|53|||4|b1922605a|14907516
p1008259a|33052016256358|Architectural digest.|09-17-2022|i2399668a|29.98|4|||4|b1143245a|14907537
p1008259a|33052016256945|Good housekeeping.|09-17-2022|i2400507a|29.98|4|||4|b1209793a|14907526
p1008259a|33052016259576|Cook's illustrated.|09-17-2022|i2403547a|29.98|4|||4|b1209859a|14907523
p1008259a|33052016276745|Architectural digest.|09-17-2022|i2409897a|29.98|4|||4|b1143245a|14907532
p1008259a|33052016279277|Good housekeeping.|09-17-2022|i2413174a|29.98|4|||4|b1209793a|14907530
p1008259a|33052016303176|Good housekeeping.|09-17-2022|i2417865a|29.98|4|||4|b1209793a|14907528
p1008259a|33052016801443|Family of liars|09-17-2022|i2446213a|29.98|53|||4|b2008718a|14907519
p1008259a|33052016822209|Good housekeeping.|09-17-2022|i2437921a|29.98|4|||4|b1209793a|14907525
p1008259a|33052016827778|Good housekeeping.|09-17-2022|i2444242a|29.98|4|||4|b1209793a|14907527
p1008259a|33052016827968|Architectural digest.|09-17-2022|i2444304a|29.98|4|||4|b1143245a|14907533
p1008259a|33052016952352|Take me with you when you go|09-17-2022|i2420903a|29.98|53|||4|b1984026a|14907521
p1008259a|33052016981302|House beautiful.|09-17-2022|i2422619a|29.98|4|||4|b1144291a|14907538
p1008502a|33052016919914|The Lincoln highway|09-17-2022|i2427441a|0.00|4||5|0|b1983125a|15186585
p1008762a|33052016751564|Miss Aldridge regrets / Louise Hare.|09-19-2022|i2455642a|0.00|4||2|0|b2011149a|15192855
p1008951a|33052015440763|Lonely Planet Norway.|09-19-2022|i2320242a|0.00|4|||2|b1726864a|15173637
p1009000a|33052013215399|Paris [sound recording]|09-16-2022|i2056471a|0.00|4|||3|b1552625a|14969291
p1009000a|33052015006887|The truth about animals : stoned sloths, lovelorn hippos, and other tales from the wild side of wildlife|09-17-2022|i2291077a|0.00|4||1|0|b1818985a|15186214
p1009000a|33052016225361|Queen's peril|09-18-2022|i2375422a|0.00|53|||3|b1930562a|14986680
p1009000a|33052016726145|A history of the world in 100 animals|09-16-2022|i2450129a|0.00|4|||2|b2006034a|15050435
p1009343a|33052015002985|The neuroscientist who lost her mind : my tale of madness and recovery|09-18-2022|i2289317a|0.00|4|||4|b1815709a|14942378
p1009343a|33052016459218|Malibu rising : a novel|09-18-2022|i2414438a|0.00|4|||1|b1970970a|15113505
p1009343a|33052016769467|Properties of thirst : a novel|09-19-2022|i2458516a|0.00|4||13|0|b2014977a|15193694
p1009343a|33052094248681|The measure of her powers : an M.F.K. Fisher reader|09-18-2022|i1259428a|0.00|4||1|1|b1151813a|15113507
p1009343a|33052099328041|Two towns in Provence|09-18-2022|i1797672a|0.00|4|||1|b1142718a|15113506
p1009688a|33052016315865|Angelina Ballerina and the art fair|09-16-2022|i2422082a|0.00|53|||1|b1986832a|15114849
p1009688a|33052016952915|Over and under the canyon|09-19-2022|i2420750a|0.00|53|||0|b1987635a|15192857
p1009688a|33052097017919|Hattie and the fox|09-18-2022|i1629893a|0.00|53|||1|b1375828a|15129959
p1009866a|33052011349604|True history of the Kelly gang [DVD]|09-19-2022|i2389734a|0.00|18|||0|b1951224a|15237961
p1009866a|33052011362359|Queen bees [DVD]|09-19-2022|i2420130a|0.00|18|||0|b1990458a|15237963
p1009866a|33052011366921|The last duel [DVD]|09-19-2022|i2432288a|0.00|18||1|0|b1999660a|15237962
p1009866a|33052011374776|Best sellers [DVD]|09-19-2022|i2450378a|0.00|3||1|0|b2004713a|15237964
p1009965a|33052011075829|Castle. The complete fourth season [DVD]|09-16-2022|i2020530a|0.00|11|1||1|b1536109a|15115013
p1010115a|33052011349224|The crown. The complete third season [DVD]|09-18-2022|i2388954a|0.00|11|||0|b1949857a|15188093
p1010115a|33052011364819|The crown. The complete fourth season [DVD]|09-17-2022|i2428171a|0.00|11||1|0|b1997063a|15185708
p1010179a|33052015214309|The suspect|09-18-2022|i2321470a|0.00|4|||1|b1859574a|15119784
p1010535a|33052018026452|I'm a mermaid|09-18-2022|i2459292a|0.00|53||1|0|b2015397a|15189859
p1010622a|33052013516606|My brilliant friend : childhood, adolescence|09-19-2022|i2187028a|0.00|4|||1|b1630515a|15126347
p1011096a|33052016465900|Golden Girl : a novel|09-18-2022|i2415475a|0.00|4||3|0|b1971330a|15187639
p1011096a|33052016731244|Local gone missing|09-18-2022|i2451790a|0.00|4||4|0|b2009730a|15187640
p1011207a|33052010950261|More Holmes for the holidays|09-18-2022|i1938851a|0.00|4|||0|b1203872a|15189344
p1011207a|33052013360229|The angel court affair [sound recording] : [a Charlotte and Thomas Pitt novel]|09-18-2022|i2144895a|0.00|4|||0|b1670011a|15189339
p1011355a|33052016733851|The Hotel Nantucket : a novel / Elin Hilderbrand.|09-17-2022|i2453039a|0.00|4||51|0|b2007795a|15186359
p1011355a|33052016790141|Dream town|09-17-2022|i2444259a|0.00|4||5|0|b1999871a|15186358
p1011620a|33052012157170|Salt, sugar, fat : how the food giants hooked us|09-17-2022|i2043707a|0.00|4|||2|b1542750a|15052021
p1011620a|33052013493939|The book of she : your heroine's journey into the heart of feminine power|09-17-2022|i2181530a|0.00|4||1|2|b1700772a|15052022
p1011620a|33052016161137|Breaking up with sugar : a plan to divorce the diets, drop the pounds, and live your best life|09-17-2022|i2358007a|0.00|4|||2|b1909625a|15052020
p1012016a|33052015447420|The writer's practice : building confidence in your nonfiction writing|09-19-2022|i2321944a|0.00|25|||0|b1859525a|15077133
p1012298a|11579697579jcpp|'70s soul [sound recording].|09-18-2022|i6178264a|0.00|21|||0|b6178264a|15235915
p1012298a|22140817509jcpp|Live killers [sound recording] / Queen.|09-18-2022|i5757843a|0.00|21|||0|b5757843a|15235910
p1012298a|33052011376748|Surviving sex trafficking [DVD] / Siddhayatan Tirth presents ; a Stopping Traffic Productions ; a Sadhvi Siddhali Shree film ; produced by Sadhvi Siddhali Shree and Sadhvi Anubhuti ; directed by Sadhvi Siddhali Shree.|09-18-2022|i2454257a|0.00|3|||2|b2021251a|15197021
p1012298a|330600104668169lmnt|Generation A [dvd] : portraits of autism and the arts / Autism Movement Therapy & Goldstreet Pictures Production.|09-18-2022|i3265822a|0.00|21|||0|b3265822a|15235911
p1012298a|U1830457446659cubp|First person. The complete series [videorecording] / Bravo and IFC present a Globe Department Store/Scout production ; produced by Michael Williams, David Collins, Dorothy Aufiero ; directed by Errol Morris|09-18-2022|i5399306a|0.00|21|||0|b5399306a|15235850
p1012615a|33052016922132|Cloud cuckoo land : a novel|09-17-2022|i2425927a|0.00|18||7|0|b1978253a|15230533
p1012827a|33052016424824|The ever-changing past : why all history is revisionist history|09-19-2022|i2436767a|0.00|4|||0|b2002469a|15192645
p1012827a|33052016435275|The betrayal of Anne Frank : a cold case investigation|09-19-2022|i2438930a|0.00|4|||0|b1996933a|15192646
p1013565a|33052013412566|DIY wardrobe makeovers : alter, refresh & refashion your clothes : step-by-step sewing tutorials|09-18-2022|i2155115a|0.00|4|||0|b1678675a|15189167
p1013565a|33052014467924|The complete photo guide to perfect fitting|09-18-2022|i2216561a|0.00|4|||0|b1755332a|15189168
p1013565a|33052016472252|I had ten hats|09-19-2022|i2416476a|0.00|53|||2|b1982019a|15004985
p1013565a|33052016827679|Taunton's threads.|09-18-2022|i2444238a|0.00|4|||0|b1210032a|15189087
p1013736a|33052015902523|The capsule wardrobe : 1,000 outfits from 30 pieces|09-17-2022|i2249102a|0.00|4|||0|b1785651a|15185589
p1013736a|33052016274294|Harper's bazaar.|09-17-2022|i2407542a|0.00|4|||0|b1143724a|15185588
p1013736a|33052016990089|Vogue.|09-17-2022|i2434975a|0.00|4|||0|b1144794a|15185587
p1013800a|10900105574079mmpp|When the apricots bloom / Gina Wilkinson.|09-18-2022|i14262559a|0.00|22|||2|b14262559a|15133462
p1014603a|33052011373166|The Indian doctor. Season two [DVD]|09-16-2022|i2447473a|0.00|11|||0|b1994704a|15181945
p1014603a|33052016808554|Love that story : observations from a gorgeously queer life|09-16-2022|i2447531a|0.00|4||1|0|b2004538a|15181944
p1014793a|33052016477343|Drawing on the dominant eye : decoding the way we perceive, create, and learn|09-19-2022|i2417745a|0.00|25|||0|b1984171a|15131243
p1016346a|33052016414353|The dark hours|09-18-2022|i2433362a|0.00|4||2|6|b1985654a|14797859
p1016383a|33052098430798|Circle of quilters : an Elm Creek quilts novel|09-17-2022|i1747923a|0.00|4|||0|b1361436a|15185215
p1016723a|33052015579966|My mastodon|09-16-2022|i2364418a|0.00|53|||0|b1921751a|15181949
p1017320a|33052014948832|Less : a novel|09-17-2022|i2257703a|0.00|4||4|0|b1790550a|15184591
p1017330a|33052015042189|Jurassic Park|09-18-2022|i2302221a|0.00|4||1|0|b1434009a|15188447
p1017382a|33052011247931|Kubo and the two strings|09-17-2022|i2231287a|0.00|3|||0|b1771081a|15231568
p1017382a|33052011378132|Jurassic world [DVD] : dominion|09-17-2022|i2459149a|0.00|3||53|0|b2025414a|15231567
p1017382a|33052015285887|Want to play a game? Movie collection [DVD] : binge watch set.|09-17-2022|i2347317a|0.00|3||1|0|b1902638a|15231566
p1017503a|R00955680779bldr|Madam Secretary. The fifth season. [dvd]|09-17-2022|i4482179a|0.00|21|||0|b4482179a|15231189
p1017770a|33052015409131|Wisdom at work : the making of a modern elder|09-19-2022|i2309060a|0.00|4|||1|b1836800a|15123084
p1017798a|33052011078815|Moonrise kingdom [DVD]|09-19-2022|i2024933a|0.00|3|||1|b1537905a|15213483
p1017798a|33052011102730|Cinema paradiso [DVD]|09-19-2022|i2053257a|0.00|3|||1|b1552080a|15213485
p1017798a|33052011259811|Avenir = Things to come|09-19-2022|i2248673a|0.00|3|||1|b1789669a|15213484
p1017798a|33052011353457|Death on the Nile [DVD]|09-19-2022|i2398962a|0.00|3|||1|b1947728a|15213482
p1017798a|33052011371814|C'mon c'mon [DVD]|09-19-2022|i2442784a|0.00|3|||2|b2011557a|15192034
p1017798a|33052016682967|Robert B. Parker's fallout|09-18-2022|i2461513a|0.00|18||3|0|b2015055a|15234074
p1017798a|33052097735072|Touch and go : a memoir|09-18-2022|i1679873a|0.00|4|||2|b1402092a|15050462
p1017969a|33052013406576|Disclaimer|09-18-2022|i2153404a|0.00|4|||2|b1675374a|15109825
p1017969a|33052014969937|In a dark, dark wood|09-18-2022|i2263122a|0.00|4|||2|b1690726a|15109823
p1017969a|33052015091780|Long black veil : a novel|09-18-2022|i2245755a|0.00|4|||2|b1779020a|15109830
p1017969a|33052015274477|The Guernsey Literary and Potato Peel Pie Society|09-18-2022|i2338505a|0.00|4|||2|b1418637a|15109829
p1017969a|33052015528526|The ten thousand doors of January|09-18-2022|i2345436a|0.00|4|||2|b1898987a|15109828
p1017969a|33052016464622|The therapist|09-18-2022|i2415924a|0.00|4|||2|b1972758a|15109827
p1017993a|33052016779961|One Italian summer : a novel|09-16-2022|i2441602a|0.00|18||20|0|b2002379a|15226802
p1018191a|33052011218619|In the heart of the sea [(videorecording]|09-19-2022|i2191872a|0.00|3|||0|b1713640a|15239816
p1018191a|33052011245950|Anthropoid [DVD]|09-19-2022|i2229713a|0.00|3|||0|b1769420a|15239814
p1018191a|33052011329077|Mary Magdalene|09-19-2022|i2348500a|0.00|3|||0|b1900348a|15239818
p1018710a|33052016760227|The rabbit hutch|09-17-2022|i2459009a|0.00|4||4|0|b2018432a|15184456
p1019363a|33052016514707|The cruelest month|09-18-2022|i2393654a|0.00|4|||0|b1407014a|15188263
p1019771a|33052015041637|The other woman|09-18-2022|i2302316a|0.00|4|||0|b1817370a|15189445
p1019771a|33052016947949|How the mountains grew : a new geological history of North America|09-18-2022|i2423642a|0.00|4||1|2|b1987182a|15053706
p1020041a|33052014468013|Laurus|09-19-2022|i2216638a|0.00|25|||0|b1707328a|15089262
p1021099a|33052016528145|The Midnight Library|09-19-2022|i2395104a|0.00|4||8|0|b1935584a|15191177
p1021317a|33052014632345|Salads are more than leaves : salads to get excited about|09-17-2022|i2454682a|0.00|4||3|0|b2017948a|15183993
p1021317a|33052016241715|The gardener's guide to succulents : a handbook of over 125 exquisite varieties of succulents and cacti|09-17-2022|i2371305a|0.00|4|||0|b1928935a|15183992
p1022390a|33052014633830|The college scam : how America's universities are bankrupting and brainwashing away the future of America's youth|09-19-2022|i2455435a|0.00|4|2|2|0|b2018347a|15190482
p1022513a|33052016453567|Chicken chickens|09-19-2022|i2412827a|0.00|53||1|0|b1978137a|15190193
p1022513a|33052016735187|Ten tomatoes that changed the world : a history / William Alexander.|09-17-2022|i2453067a|0.00|4||4|0|b2014884a|15185682
p1022892a|33052016506422|My TV for seniors|09-16-2022|i2392772a|0.00|25|||0|b1951415a|15072737
p1023318a|330210277040299anyk|Fly fishing made easy [videorecording] / Produced by Largon Communications ; Digital Farm.|09-19-2022|i11128412a|0.00|22|||2|b11128412a|15113749
p1023318a|33052012758076|Fly fishing the seasons in Colorado : an essential guide for fishing through the winter, spring, summer, and fall|09-19-2022|i1992067a|0.00|4|||1|b1519552a|15113752
p1023318a|33052014685657|Backpack fly fishing : a back-to-basics approach|09-19-2022|i2193876a|0.00|4|||1|b1713355a|15113751
p1023318a|33052015519772|A thousand splendid suns|09-19-2022|i2343028a|0.00|4|||1|b1387061a|15113753
p1023318a|334550240112209hpld|Fly fishing [videorecording] : a beginner's guide / with Orvis endorsed guide Hunter Profitt.|09-19-2022|i1949886a|0.00|22|||2|b1949886a|15113750
p1023962a|33052014470027|The night trilogy : Night ; Dawn ; Day / Elie Wiesel.|09-16-2022|i2217022a|17.70|4|||6|b1757386a|14718470
p1023962a|33052014577300|Next year in Havana|09-16-2022|i2283382a|17.70|4||2|1|b1814642a|15114669
p1023962a|33052015438833|Frommer's Costa Rica.|09-16-2022|i2319544a|17.70|4|1||6|b1100962a|14718469
p1024034a|33052015496237|All-American adventure|09-19-2022|i2336231a|0.00|53|||0|b1889610a|15193521
p1024034a|33052015761028|The plunder down under|09-19-2022|i2384421a|0.00|53|||0|b1938688a|15193520
p1024895a|33052016799944|The Baxters : a prequel|09-17-2022|i2445677a|0.00|18|||0|b1999858a|15231150
p1025935a|33052095874519|The tin drum|09-19-2022|i1462974a|0.00|4|||0|b1279050a|15191117
p1026155a|33052011224294|Phoenix|09-19-2022|i2199211a|0.00|3|||0|b1713150a|15236779
p1026155a|33052011325109|Unplanned [DVD]|09-19-2022|i2342074a|0.00|3|||0|b1897638a|15236782
p1026155a|33052011357078|The little things [DVD]|09-19-2022|i2407994a|0.00|3||1|0|b1976966a|15236780
p1026464a|33052016444848|The Anthropocene reviewed : essays on a human-centered planet|09-19-2022|i2410425a|0.00|4|||1|b1974232a|15125579
p1026464a|33052098454145|Hot plastic|09-19-2022|i1754693a|0.00|4|||3|b1309524a|14988458
p1026769a|330250416663539doug|The 24th [videorecording].|09-17-2022|i11449222a|0.00|22|||0|b11449222a|15185689
p1026769a|50087872439jcpp|Find Fergus / by Mike Boldt.|09-17-2022|i6742929a|0.00|22|||0|b6742929a|15185690
p1027001a|33052011166495|The Giver [DVD]|09-17-2022|i2130662a|0.00|3|||0|b1635524a|15232661
p1027001a|33052011309590|The hate U give [DVD]|09-17-2022|i2320195a|0.00|3|||0|b1859575a|15232662
p1027001a|33052011315738|The bookshop|09-17-2022|i2325731a|0.00|3|||0|b1860306a|15232660
p1027399a|33052014632964|The floating girls : a novel / Lo Patrick.|09-17-2022|i2452998a|0.00|4||1|0|b2017520a|15186587
p1027834a|33052016725063|Book lovers|09-19-2022|i2450009a|0.00|18||45|0|b1999863a|15236933
p1027932a|33052013386331|The teenage brain : a neuroscientist's survival guide to raising adolescents and young adults|09-16-2022|i2145429a|0.00|4|||4|b1637632a|14877871
p1027932a|33052015216650|The bridge home|09-16-2022|i2322284a|0.00|53|||1|b1860093a|15096384
p1027932a|33052015570759|When you trap a tiger|09-18-2022|i2361345a|0.00|53|||0|b1920182a|15188097
p1027932a|334550275244849hpld|The cloud of unknowing : with the book of privy counsel / a new translation by Carmen Acevedo Butcher.|09-16-2022|i3012673a|0.00|22|||2|b3012673a|15110388
p1027932a|R04148416829denv|Baked to perfection : delicious gluten-free recipes with a pinch of science / Katarina Cermelj.|09-16-2022|i240838a|0.00|22|||2|b240838a|15110387
