patron_no|item_barcode|title|due_date|item_no|money_owed|loan_rule|item_holds|bib_holds|renewals|bib_no|checkout_id
p1008259a|33052016952352|Take me with you when you go|09-17-2022|i2420903a|29.98|53|||4|b1984026a|14907521
p1008259a|33052016981302|House beautiful.|09-17-2022|i2422619a|29.98|4|||4|b1144291a|14907538
p1008502a|33052016919914|The Lincoln highway|09-17-2022|i2427441a|0.00|4||6|0|b1983125a|15186585
p1009000a|33052015006887|The truth about animals : stoned sloths, lovelorn hippos, and other tales from the wild side of wildlife|09-17-2022|i2291077a|0.00|4||1|0|b1818985a|15186214
p1009000a|33052016225361|Queen's peril|09-18-2022|i2375422a|0.00|53|||3|b1930562a|14986680
p1009343a|33052015002985|The neuroscientist who lost her mind : my tale of madness and recovery|09-18-2022|i2289317a|0.00|4|||4|b1815709a|14942378
p1009343a|33052016459218|Malibu rising : a novel|09-18-2022|i2414438a|0.00|4|||1|b1970970a|15113505
p1009343a|33052094248681|The measure of her powers : an M.F.K. Fisher reader|09-18-2022|i1259428a|0.00|4||1|1|b1151813a|15113507
p1009343a|33052099328041|Two towns in Provence|09-18-2022|i1797672a|0.00|4|||1|b1142718a|15113506
p1009688a|33052097017919|Hattie and the fox|09-18-2022|i1629893a|0.00|53|||1|b1375828a|15129959
p1010115a|33052011349224|The crown. The complete third season [DVD]|09-18-2022|i2388954a|0.00|11|||0|b1949857a|15188093
p1010115a|33052011364819|The crown. The complete fourth season [DVD]|09-17-2022|i2428171a|0.00|11||1|0|b1997063a|15185708
p1010179a|33052015214309|The suspect|09-18-2022|i2321470a|0.00|4|||1|b1859574a|15119784
p1010535a|33052018026452|I'm a mermaid|09-18-2022|i2459292a|0.00|53||1|0|b2015397a|15189859
p1011207a|33052010950261|More Holmes for the holidays|09-18-2022|i1938851a|0.00|4|||0|b1203872a|15189344
p1011207a|33052013360229|The angel court affair [sound recording] : [a Charlotte and Thomas Pitt novel]|09-18-2022|i2144895a|0.00|4|||0|b1670011a|15189339
p1011620a|33052012157170|Salt, sugar, fat : how the food giants hooked us|09-17-2022|i2043707a|0.00|4|||2|b1542750a|15052021
p1011620a|33052013493939|The book of she : your heroine's journey into the heart of feminine power|09-17-2022|i2181530a|0.00|4||1|2|b1700772a|15052022
p1011620a|33052016161137|Breaking up with sugar : a plan to divorce the diets, drop the pounds, and live your best life|09-17-2022|i2358007a|0.00|4|||2|b1909625a|15052020
p1012298a|11579697579jcpp|'70s soul [sound recording].|09-18-2022|i6178264a|0.00|21|||0|b6178264a|15235915
p1012298a|22140817509jcpp|Live killers [sound recording] / Queen.|09-18-2022|i5757843a|0.00|21|||0|b5757843a|15235910
p1012298a|33052011376748|Surviving sex trafficking [DVD] / Siddhayatan Tirth presents ; a Stopping Traffic Productions ; a Sadhvi Siddhali Shree film ; produced by Sadhvi Siddhali Shree and Sadhvi Anubhuti ; directed by Sadhvi Siddhali Shree.|09-18-2022|i2454257a|0.00|3|||2|b2021251a|15197021
p1012298a|330600104668169lmnt|Generation A [dvd] : portraits of autism and the arts / Autism Movement Therapy & Goldstreet Pictures Production.|09-18-2022|i3265822a|0.00|21|||0|b3265822a|15235911
p1012298a|U1830457446659cubp|First person. The complete series [videorecording] / Bravo and IFC present a Globe Department Store/Scout production ; produced by Michael Williams, David Collins, Dorothy Aufiero ; directed by Errol Morris|09-18-2022|i5399306a|0.00|21|||0|b5399306a|15235850
p1012615a|33052016922132|Cloud cuckoo land : a novel|09-17-2022|i2425927a|0.00|18||7|0|b1978253a|15230533
p1013565a|33052013412566|DIY wardrobe makeovers : alter, refresh & refashion your clothes : step-by-step sewing tutorials|09-18-2022|i2155115a|0.00|4|||0|b1678675a|15189167
p1013565a|33052014467924|The complete photo guide to perfect fitting|09-18-2022|i2216561a|0.00|4|||0|b1755332a|15189168
p1013565a|33052016827679|Taunton's threads.|09-18-2022|i2444238a|0.00|4|||0|b1210032a|15189087
p1013736a|33052015902523|The capsule wardrobe : 1,000 outfits from 30 pieces|09-17-2022|i2249102a|0.00|4|||0|b1785651a|15185589
p1013736a|33052016274294|Harper's bazaar.|09-17-2022|i2407542a|0.00|4|||0|b1143724a|15185588
p1013736a|33052016990089|Vogue.|09-17-2022|i2434975a|0.00|4|||0|b1144794a|15185587
p1013800a|10900105574079mmpp|When the apricots bloom / Gina Wilkinson.|09-18-2022|i14262559a|0.00|22|||2|b14262559a|15133462
p1016346a|33052016414353|The dark hours|09-18-2022|i2433362a|0.00|4||2|6|b1985654a|14797859
p1017320a|33052014948832|Less : a novel|09-17-2022|i2257703a|0.00|4||4|0|b1790550a|15184591
p1017330a|33052015042189|Jurassic Park|09-18-2022|i2302221a|0.00|4||1|0|b1434009a|15188447
p1017382a|33052011247931|Kubo and the two strings|09-17-2022|i2231287a|0.00|3|||0|b1771081a|15231568
p1017382a|33052011378132|Jurassic world [DVD] : dominion|09-17-2022|i2459149a|0.00|3||51|0|b2025414a|15231567
p1017382a|33052015285887|Want to play a game? Movie collection [DVD] : binge watch set.|09-17-2022|i2347317a|0.00|3||1|0|b1902638a|15231566
p1017798a|33052016682967|Robert B. Parker's fallout|09-18-2022|i2461513a|0.00|18||5|0|b2015055a|15234074
p1017798a|33052097735072|Touch and go : a memoir|09-18-2022|i1679873a|0.00|4|||2|b1402092a|15050462
p1017969a|33052013406576|Disclaimer|09-18-2022|i2153404a|0.00|4|||2|b1675374a|15109825
p1017969a|33052014969937|In a dark, dark wood|09-18-2022|i2263122a|0.00|4|||2|b1690726a|15109823
p1017969a|33052015091780|Long black veil : a novel|09-18-2022|i2245755a|0.00|4|||2|b1779020a|15109830
p1017969a|33052015274477|The Guernsey Literary and Potato Peel Pie Society|09-18-2022|i2338505a|0.00|4|||2|b1418637a|15109829
p1017969a|33052015528526|The ten thousand doors of January|09-18-2022|i2345436a|0.00|4|||2|b1898987a|15109828
p1017969a|33052016464622|The therapist|09-18-2022|i2415924a|0.00|4|||2|b1972758a|15109827
p1019363a|33052016514707|The cruelest month|09-18-2022|i2393654a|0.00|4|||0|b1407014a|15188263
p1019771a|33052016947949|How the mountains grew : a new geological history of North America|09-18-2022|i2423642a|0.00|4||1|2|b1987182a|15053706
p1021317a|33052014632345|Salads are more than leaves : salads to get excited about|09-17-2022|i2454682a|0.00|4||3|0|b2017948a|15183993
p1022513a|33052016735187|Ten tomatoes that changed the world : a history / William Alexander.|09-17-2022|i2453067a|0.00|4||4|0|b2014884a|15185682
p1024895a|33052016799944|The Baxters : a prequel|09-17-2022|i2445677a|0.00|18|||0|b1999858a|15231150
p1026769a|330250416663539doug|The 24th [videorecording].|09-17-2022|i11449222a|95.00|22|||0|b11449222a|15185689
p1026769a|50087872439jcpp|Find Fergus / by Mike Boldt.|09-17-2022|i6742929a|95.00|22|||0|b6742929a|15185690
p1027001a|33052011166495|The Giver [DVD]|09-17-2022|i2130662a|0.00|3|||0|b1635524a|15232661
p1027001a|33052011309590|The hate U give [DVD]|09-17-2022|i2320195a|0.00|3|||0|b1859575a|15232662
p1027001a|33052011315738|The bookshop|09-17-2022|i2325731a|0.00|3|||0|b1860306a|15232660
p1027399a|33052014632964|The floating girls : a novel / Lo Patrick.|09-17-2022|i2452998a|0.00|4||1|0|b2017520a|15186587
p1027932a|33052015570759|When you trap a tiger|09-18-2022|i2361345a|0.00|53|||0|b1920182a|15188097
p1029033a|33052013405859|The real doctor will see you shortly : a physician's first year|09-17-2022|i2153473a|0.00|4|||0|b1662662a|15184895
p1029033a|33052014383360|The expectation effect : how your mindset can change your world|09-17-2022|i2438184a|0.00|4|||3|b2004533a|14972343
p1029033a|33052015130554|Strange survivors : how organisms attack and defend in the game of life|09-17-2022|i2285306a|0.00|4|||0|b1815728a|15184893
p1029033a|33052016206668|When we do harm : a doctor confronts medical error|09-17-2022|i2375828a|0.00|4|||2|b1933489a|15043965
p1029033a|33052016431779|Sentient : how animals illuminate the wonder of our human senses|09-17-2022|i2438430a|0.00|4|||2|b2001944a|15043962
p1029033a|33052016556708|The code breaker : Jennifer Doudna, gene editing, and the future of the human race|09-17-2022|i2404255a|0.00|4|||2|b1965484a|15043964
p1029033a|33052016729487|Desperate remedies : psychiatry's turbulent quest to cure mental illness|09-17-2022|i2450574a|0.00|4|||1|b2008371a|15121210
p1029033a|33052016733166|Blood orange night : my journey to the edge of madness / Melissa Bond.|09-17-2022|i2452147a|0.00|4|||1|b2008366a|15121208
p1029033a|33052016743249|Wonder drug : 7 scientifically proven ways that serving others is the best medicine for yourself / Stephen Trzeciak and Anthony Mazzarelli.|09-17-2022|i2455239a|0.00|4|||1|b2013767a|15121209
p1029033a|33052016750962|The man who could move clouds : a memoir|09-17-2022|i2456663a|0.00|4||5|0|b2011104a|15184894
p1029033a|33052016922611|A cure for darkness : the story of depression and how we treat it|09-17-2022|i2426072a|0.00|4|||3|b1993326a|14972344
p1030195a|33052016827661|Historical romance. Collection [DVD] : binge watch set.|09-17-2022|i2444036a|0.00|3|||0|b2011549a|15231642
p1030505a|10900094538879mmpp|Sandstorm / Christopher Rowe.|09-17-2022|i6467432a|0.00|22|||0|b6467432a|15184921
p1030875a|33052013491982|Year of yes|09-17-2022|i2179382a|0.00|4|||3|b1698761a|14987881
p1030951a|33052016941041|Nothing gold can stay|09-17-2022|i2422862a|0.00|4|||0|b1990219a|15183966
p1031141a|33052012665917|How to look hot in a minivan : a real woman's guide to losing weight, looking great, and dressing chic in the age of the celebrity mom|09-18-2022|i2021858a|0.00|4|||0|b1528974a|15189830
p1031141a|33052015156310|On becoming baby wise : giving your infant the gift of nighttime sleep|09-18-2022|i2245035a|0.00|53|||0|b1784601a|15189831
p1031141a|33052015157995|The happiest baby on the block : the new way to calm crying and help your newborn baby sleep longer|09-18-2022|i2245374a|0.00|53|||0|b1785828a|15189832
p1031141a|33052015779236|The motherly guide to becoming mama : redefining the pregnancy, birth, and postpartum journey|09-18-2022|i2382988a|0.00|53|||0|b1938683a|15189833
p1032511a|33052012745131|A ball for Daisy|09-17-2022|i1983482a|0.00|53|||0|b1496918a|15187243
p1032511a|33052014675203|Hello, red fox|09-17-2022|i2190327a|0.00|53|||0|b1106345a|15187246
p1032511a|33052015325816|Winter dance|09-17-2022|i2270347a|0.00|53|||0|b1804642a|15187245
p1032511a|33052015493317|Deep in the ocean|09-17-2022|i2335394a|0.00|53|||0|b1888493a|15187244
p1032511a|33052015753884|Japanese American imprisonment during World War II|09-17-2022|i2368112a|0.00|53|||0|b1926077a|15187242
p1032511a|33052016260707|Fishing cats|09-17-2022|i2403612a|0.00|53|||0|b1972212a|15187241
p1032511a|33052016320378|Whose ears?|09-17-2022|i2425030a|0.00|53|||0|b1987875a|15187240
p1032511a|33052016324537|What do you see?|09-17-2022|i2426903a|0.00|53|||0|b1987650a|15187239
p1032511a|33052016414817|The sorority murder|09-17-2022|i2433370a|0.00|4|||0|b1988505a|15187248
p1032511a|33052016833107|Wetlands|09-17-2022|i2457434a|0.00|53|||0|b2016990a|15187247
p1032898a|33052016405518|Wish you were here : a novel|09-18-2022|i2431803a|0.00|4||3|1|b1985725a|15122577
p1032898a|33052016453328|Malibu rising : a novel|09-17-2022|i2413079a|0.00|4|||0|b1970970a|15187263
p1033625a|33052016747463|The good left undone : a novel|09-18-2022|i2455614a|0.00|4||7|0|b1999878a|15189384
p1034038a|33052015628003|The gods must be crazy [DVD]|09-18-2022|i2277025a|0.00|3|||0|b1809983a|15235360
p1034153a|33052016683544|Hell and back|09-17-2022|i2461586a|0.00|18||40|0|b2015034a|15232178
p1035365a|33052014989935|Never say die|09-18-2022|i2268276a|0.00|53|||2|b1800752a|15040630
p1035365a|33052016241624|Nightshade|09-18-2022|i2371286a|0.00|53|||2|b1927520a|15040631
p1037922a|33052014810636|Pokémon XY|09-17-2022|i2220969a|0.00|53|||0|b1755007a|15184701
p1037922a|33052015157284|Will's words : how William Shakespeare changed the way you talk|09-17-2022|i2245144a|0.00|53|||0|b1710831a|15184703
p1037922a|33052015250436|Something happened in our town : a child's story about racial injustice|09-17-2022|i2382671a|0.00|53|||0|b1899215a|15184698
p1037922a|33052015529953|Princess : the essential guide|09-17-2022|i2345881a|0.00|53|||0|b1899245a|15184697
p1037922a|33052015542295|Shubh Diwali!|09-17-2022|i2350361a|0.00|53|||0|b1902107a|15184705
p1037922a|33052015775911|Folk tales from Japan : fables, myths and fairy tales for children|09-17-2022|i2381957a|0.00|53|||0|b1936882a|15184702
p1037922a|33052016283303|Tough like mum|09-17-2022|i2410032a|0.00|53|||0|b1976336a|15184700
p1037922a|33052016533129|Robert and the world's best cake|09-17-2022|i2398731a|0.00|53|||0|b1965381a|15184699
p1037922a|33052095669752|Roman numerals|09-17-2022|i1506004a|0.00|53|||0|b1301072a|15184704
p1038946a|33052015804943|Prodigal son [sound recording]|09-18-2022|i2401436a|0.00|4|||0|b1968414a|15188236
p1038946a|33052016775340|Malicious intent|09-18-2022|i2439832a|0.00|4|||0|b1997887a|15188237
p1040553a|33052011072347|Dino Dan. Where the dinosaurs are [DVD]|09-18-2022|i2017004a|0.00|50|||2|b1533910a|15173732
p1040553a|33052011127919|The jungle book [DVD]|09-18-2022|i2083345a|0.00|50|||2|b1607426a|15173733
p1040553a|33052011230937|Kung Fu Panda 3|09-18-2022|i2209486a|0.00|50|||2|b1748671a|15173730
p1040553a|33052011235340|Dinosaur adventures [DVD]|09-18-2022|i2217307a|0.00|50|||2|b1759336a|15173731
p1040910a|33052016513139|Group : how one therapist and a circle of strangers saved my life|09-17-2022|i2394298a|0.00|4|||5|b1935428a|14827712
p1040910a|33052016532147|The puzzle solver : a scientist's desperate quest to cure the illness that stole his son|09-17-2022|i2398814a|0.00|4||1|5|b1965516a|14827716
p1040910a|33052016545628|Chatter : the voice in our head, why it matters, and how to harness it|09-17-2022|i2401580a|0.00|4||2|0|b1954462a|15184913
p1040910a|33052016754923|How the mind changed : a human history of our evolving brain|09-17-2022|i2456826a|0.00|4|||0|b2016613a|15184914
p1040910a|33052016769848|Before the big bang : the origin of the universe and what lies beyond|09-17-2022|i2458098a|0.00|4||3|0|b2016594a|15184912
p1040910a|33052016781983|Healing : our path from mental illness to mental health|09-17-2022|i2441418a|0.00|4|||4|b2007753a|14899656
p1040910a|33052016800866|Inspired : understanding creativity : a journey through art, science, and the soul|09-17-2022|i2445049a|0.00|4||1|4|b2010941a|14899655
p1041909a|33052012850899|California girl|09-18-2022|i2133876a|0.00|4|||4|b1662969a|14912020
p1041909a|33052016200919|Dolores Claiborne|09-18-2022|i2362829a|0.00|4|||2|b1849442a|15048239
p1042654a|33052012663599|The violinist's thumb : and other lost tales of love, war, and genius, as written by our genetic code|09-17-2022|i2021108a|0.00|4|||0|b1534924a|15185318
p1042654a|33052016970263|South Africa [DVD] : luxury train safari|09-17-2022|i2419998a|0.00|3|||0|b1989991a|15231375
p1042793a|33052099694301|Away with the fairies : a Phryne Fisher mystery|09-18-2022|i1807018a|0.00|4|||0|b1327763a|15188172
p1044472a|33052010465013|Polly the party fun fairy|09-17-2022|i1906379a|0.00|53|||0|b1469363a|15185858
p1044472a|33052013048097|Mean soup|09-17-2022|i2089516a|0.00|53|||0|b1185391a|15185856
p1044472a|33052014038998|Izzy Barr, running star|09-17-2022|i2145636a|0.00|53|||0|b1639080a|15185860
p1044472a|33052014599700|Secrets from my Vietnamese kitchen : simple recipes from my many mothers|09-18-2022|i2333252a|0.00|4|||3|b1889829a|14977669
p1044472a|33052014898409|Du iz tak?|09-17-2022|i2232992a|0.00|53|||0|b1743434a|15185855
p1044472a|33052015211966|Scooby-Doo! and The snow monster mystery|09-17-2022|i2320908a|0.00|53|||0|b1859919a|15185857
p1044472a|33052015212048|Scooby-Doo in Monkey see, monkey Doo|09-17-2022|i2320900a|0.00|53|||0|b1859917a|15185861
p1044472a|33052015596226|Artemis Fowl [large print]|09-17-2022|i2370877a|0.00|53|||0|b1931305a|15185859
p1044472a|33052015947726|Evie Scruffypup's big surprise|09-17-2022|i2308623a|0.00|53|||0|b1846888a|15185862
p1044472a|33052016499222|Dessert person : recipes and guidance for baking with confidence|09-18-2022|i2391386a|0.00|4|||3|b1949809a|14977668
p1047343a|33052016627194|Beowulf : a new verse translation|09-17-2022|i2354429a|0.00|4||1|0|b1357768a|15186262
p1047776a|33052015179056|La maestría del ser : el camino tolteca hacia la libertad personal|09-17-2022|i2267501a|0.00|4|||5|b1803595a|14831522
p1048110a|33052011324649|Long Shot|09-18-2022|i2341082a|0.00|3|||1|b1897298a|15212488
p1048110a|33052015285168|Daniel Day-Lewis. Movie collection [DVD] : binge watch set.|09-18-2022|i2349557a|0.00|3|||1|b1904561a|15212490
p1048110a|33052015431234|Genius foods : become smarter, happier, and more productive while protecting your brain for life|09-18-2022|i2304688a|0.00|4|||1|b1823221a|15111176
p1048110a|33052016404701|Both/And : a life in many worlds|09-18-2022|i2431213a|0.00|4|||1|b1987169a|15111174
p1048110a|33052016446926|Interrupting chicken|09-18-2022|i2411308a|0.00|53|||1|b1480982a|15111173
p1048110a|33052016948376|The family Roe : an American story|09-18-2022|i2421792a|0.00|4||1|2|b1984429a|15039738
p1048367a|33052015044326|Shelter in place|09-18-2022|i2303294a|0.00|4|||2|b1813183a|15020766
p1048519a|33052016107361|Twilight of democracy : the seductive lure of authoritarianism|09-18-2022|i2378433a|0.00|4|||1|b1931444a|15120436
p1048519a|33052016130835|Caste : the origins of our discontents|09-18-2022|i2385258a|0.00|4||2|2|b1927277a|15073485
p1048755a|33052016179253|Winter solstice|09-18-2022|i2366776a|0.00|4|||0|b1923826a|15187656
p1048940a|33052014635009|Formidable : American women and the fight for equality: 1920-2020|09-18-2022|i2457998a|0.00|4||3|0|b2021068a|15188384
p1048940a|33052016239537|Rick Steve's Scotland.|09-18-2022|i2374416a|0.00|4|||1|b1786182a|15116694
p1049190a|33052016101539|White fragility : why it's so hard to talk to white people about racism|09-17-2022|i2377484a|0.00|4|||5|b1838030a|14812500
p1049190a|33052016413629|The replacement wife : a novel|09-17-2022|i2433758a|0.00|4|||5|b1995735a|14831511
p1049246a|33052016538151|Think again : the power of knowing what you don't know|09-18-2022|i2400139a|0.00|4||2|1|b1961770a|15122328
p1049246a|33052016545693|Chatter : the voice in our head, why it matters, and how to harness it|09-17-2022|i2401581a|0.00|4||2|0|b1954462a|15184127
p1049246a|33052016768444|The last white man|09-17-2022|i2457695a|0.00|4||14|0|b2014694a|15184128
p1049246a|33052016796015|Tasha : a son's memoir|09-18-2022|i2444836a|0.00|4||2|3|b2009790a|14986987
p1049246a|33052016841191|The guncle : a novel|09-18-2022|i2442664a|0.00|4||4|2|b1969678a|15049045
p1049471a|33052015020672|Last stories|09-17-2022|i2294604a|0.00|4|||0|b1819120a|15186068
p1049587a|33052013567781|The tsar of love and techno : stories|09-18-2022|i2175816a|0.00|4|||0|b1694937a|15189387
p1049678a|33052016600878|Dune messiah|09-18-2022|i2347286a|0.00|4||2|0|b1901828a|15188956
p1049736a|33052011371236|Josep [DVD]|09-17-2022|i2440854a|0.00|3||2|0|b2010878a|15231826
p1049736a|334550275404989hpld|Birds of the West : an artist's guide / Molly Hashimoto.|09-18-2022|i3018363a|0.00|22|||0|b3018363a|15189490
p1049736a|U1860208913589dupp|Foster / Claire Keegan.|09-18-2022|i1904944a|0.00|22|1||0|b1904944a|15189491
p1050140a|33052016793558|Shadows reel|09-17-2022|i2445338a|0.00|4||1|0|b1997898a|15186146
p1050140a|U1899114734779rgsp|ACT made simple : an easy-to-read primer on acceptance and commitment therapy / Russ Harris ; [foreword by Steven C. Hayes, PhD].|09-17-2022|i2317390a|0.00|22|||0|b2317390a|15011847
p1050149a|33052012564284|The world until yesterday : what can we learn from traditional societies?|09-17-2022|i2036259a|0.00|4|||3|b1539036a|14978642
p1050149a|33052016229405|The 7 habits of highly effective people : powerful lessons in personal change|09-17-2022|i2372540a|0.00|4||3|1|b1923309a|15115310
p1050149a|33052097408779|Platinum anniversary collection : 70 years of extraordinary photography.|09-17-2022|i1651992a|0.00|4|||3|b1388390a|14978641
p1050516a|33052011356203|Miss Scarlet & the Duke [DVD]|09-18-2022|i2404937a|0.00|11||1|3|b1969813a|14971271
p1050516a|33052015033105|The fifth agreement : a practical guide to self-mastery|09-18-2022|i2300213a|0.00|4|||4|b1459627a|14894138
p1050516a|33052016882310|Without fail|09-18-2022|i2339552a|0.00|4|||4|b1429232a|14894139
p1050776a|33052015134796|The Paleo diet cookbook : more than 150 recipes for Paleo breakfasts, lunches, dinners, snacks, and beverages|09-18-2022|i2285232a|0.00|4|||2|b1815713a|15046091
p1050776a|33052016541577|5 ingredient semi-homemade meals by FlavCity : 50 easy & tasty recipes using the best ingredients from the grocery store|09-18-2022|i2400888a|0.00|4|||2|b1950948a|15046090
p1050816a|33052016399810|Far out : recent queer science fiction and fantasy|09-17-2022|i2430404a|0.00|4|||3|b1996506a|14957823
p1050816a|33052099789770|The joy of pickling : 250 flavor-packed recipes for vegetables and more from garden or market|09-17-2022|i1832584a|0.00|4|||2|b1450087a|15030516
p1050918a|33052016211726|Raising white kids : bringing up children in a racially unjust America|09-18-2022|i2376572a|0.00|4|||2|b1933469a|15055210
p1051423a|33052016480685|The view was exhausting|09-18-2022|i2417910a|0.00|4|||0|b1984293a|15189335
p1051423a|33052016759492|Book lovers|09-18-2022|i2458460a|0.00|4||45|0|b1999863a|15189333
p1051495a|33052010373373|Pastels : materials, techniques, color and composition, style, subject.|09-18-2022|i1870895a|0.00|4|||0|b1462238a|15189958
